country,Rule / Comparison,τ (threshold),precision,recall,F1,balanced_acc,n (blocks)
tanzania,SSI (any-pixel),0.1,0.37,0.92,0.53,0.54,9055
tanzania,SSI (any-pixel),0.2,0.38,0.91,0.54,0.56,9055
tanzania,SSI (any-pixel),0.3,0.4,0.89,0.55,0.58,9055
tanzania,SSI (mean-SSI),0.1,0.37,0.92,0.53,0.53,9055
tanzania,SSI (mean-SSI),0.2,0.38,0.91,0.54,0.55,9055
tanzania,SSI (mean-SSI),0.3,0.4,0.89,0.55,0.58,9055
tanzania,SSI (SpaceDef only),0.1,0.57,0.85,0.68,0.75,9055
tanzania,SSI (SpaceDef only),0.2,0.61,0.83,0.71,0.77,9055
tanzania,SSI (SpaceDef only),0.3,0.64,0.81,0.72,0.78,9055
