country,Rule / Comparison,τ (threshold),precision,recall,F1,balanced_acc,n (blocks)
ghana,SSI (any-pixel),0.1,0.36,0.91,0.51,0.48,12081
ghana,SSI (any-pixel),0.2,0.36,0.89,0.51,0.49,12081
ghana,SSI (any-pixel),0.3,0.37,0.86,0.51,0.5,12081
ghana,SSI (mean-SSI),0.1,0.36,0.91,0.51,0.48,12081
ghana,SSI (mean-SSI),0.2,0.36,0.9,0.51,0.49,12081
ghana,SSI (mean-SSI),0.3,0.36,0.87,0.51,0.5,12081
ghana,SSI (SpaceDef only),0.1,0.72,0.53,0.61,0.7,12081
ghana,SSI (SpaceDef only),0.2,0.77,0.5,0.61,0.71,12081
ghana,SSI (SpaceDef only),0.3,0.81,0.48,0.6,0.71,12081
