country,Rule / Comparison,τ (threshold),precision,recall,F1,balanced_acc,n (blocks)
egypt,SSI (any-pixel),0.1,0.33,0.75,0.46,0.57,55178
egypt,SSI (any-pixel),0.2,0.36,0.75,0.48,0.6,55178
egypt,SSI (any-pixel),0.3,0.39,0.74,0.51,0.64,55178
egypt,SSI (mean-SSI),0.1,0.33,0.75,0.46,0.56,55178
egypt,SSI (mean-SSI),0.2,0.35,0.75,0.48,0.59,55178
egypt,SSI (mean-SSI),0.3,0.38,0.74,0.5,0.63,55178
egypt,SSI (SpaceDef only),0.1,0.46,0.72,0.56,0.69,55178
egypt,SSI (SpaceDef only),0.2,0.49,0.72,0.58,0.71,55178
egypt,SSI (SpaceDef only),0.3,0.51,0.71,0.59,0.72,55178
