TP,FP,TN,FN,precision,recall,F1,balanced_acc,Rule / Comparison,τ (threshold),n (blocks)
1198,9868,1998,39,0.1082595337068498,0.9684721099434115,0.1947492481508575,0.568426178012326,WRI (p_informal),0.1,13103
1184,9445,2421,53,0.11139335779471257,0.9571544058205336,0.1995617731333221,0.5805913610090364,WRI (p_informal),0.2,13103
1167,8999,2867,70,0.11479441274837694,0.9434114793856103,0.20468297816364114,0.5925130884202617,WRI (p_informal),0.3,13103
1203,9872,1994,34,0.10862302483069977,0.9725141471301536,0.19541910331384016,0.5702786478108209,WRI (m_informal),0.1,13103
1144,8428,3438,93,0.11951525282072713,0.9248181083265966,0.2116754556388195,0.6072767433593206,WRI (m_informal),0.2,13103
953,5884,5982,284,0.13938862074009067,0.7704122877930477,0.23606638593014612,0.6372708666337563,WRI (m_informal),0.3,13103
