TP,FP,TN,FN,precision,recall,F1,balanced_acc,Rule / Comparison,τ (threshold),n (blocks)
3571,2737,6351,1518,0.5661065313887127,0.701709569660051,0.6266561375800648,0.7002715982103072,WRI (p_informal),0.1,14177
3144,1996,7092,1945,0.6116731517509728,0.6178031047357044,0.6147228468080946,0.6990864115227817,WRI (p_informal),0.2,14177
2759,1541,7547,2330,0.6416279069767442,0.5421497347219493,0.5877090211950154,0.6862927370792845,WRI (p_informal),0.3,14177
4101,3335,5753,988,0.5515061861215708,0.8058557673413245,0.6548502994011975,0.7194441688819299,WRI (m_informal),0.1,14177
2420,1126,7962,2669,0.6824591088550479,0.4755354686578896,0.5605095541401274,0.6758179103852828,WRI (m_informal),0.2,14177
848,248,8840,4241,0.7737226277372263,0.16663391629003735,0.2742118027485853,0.5696725919478356,WRI (m_informal),0.3,14177
