ID_HDC_G0,Region,Region_L2_pred,Country,City,TotalBlocks,ValidBlocks,PctValid,TotalPop,DeprivedPop,PctDeprived
1457.0,Africa,Western Africa,gambia,Yundum,101,101,100.0,95436.138783059,1539.922988266,1.6135638007804165
1458.0,Africa,Western Africa,gambia,Brikama,205,205,100.0,186299.00941186098,41758.568912828996,22.414809957744403
1480.0,Africa,Western Africa,gambia,Farafenni,40,40,100.0,41189.613813412,20209.101391513,49.06358550254868
1720.0,Africa,Western Africa,ghana,Dormaa Ahenkro,65,65,100.0,78354.88634768299,472.327270531,0.6028051249224574
1736.0,Africa,Western Africa,ghana,Berekum,93,93,100.0,115886.930665311,5416.631188136,4.674065623309658
1738.0,Africa,Western Africa,ghana,Wa,46,46,100.0,50151.510193012,8681.788614416,17.311121003143192
1740.0,Africa,Western Africa,ghana,Bole,24,24,100.0,22830.995622591,1080.58412897,4.732969804876904
1747.0,Africa,Western Africa,ghana,Sunyani,110,110,100.0,130137.189921208,13865.714714256002,10.654690425274318
1762.0,Africa,Western Africa,ghana,Wenchi,41,41,100.0,54107.023923547,0.0,0.0
1774.0,Africa,Western Africa,ghana,Techiman,131,131,100.0,149119.723369339,12201.329863493,8.18223745847007
1779.0,Africa,Western Africa,ghana,Takoradi [Sekondi-Takoradi],622,622,100.0,1189029.176809241,252827.77954093798,21.263378937378235
1783.0,Africa,Western Africa,ghana,Dunkwa-on-Ofin,43,43,100.0,62416.008951085,3079.1888662089996,4.93333187743891
1785.0,Africa,Western Africa,ghana,Kumasi,3539,3539,100.0,4927370.402926112,1538071.044788065,31.214845222000843
1788.0,Africa,Western Africa,ghana,Kintampo,86,86,100.0,102174.96674283201,7475.117288404001,7.315996791286855
1789.0,Africa,Western Africa,ghana,Nkoranza,64,64,100.0,71620.316530386,1888.0999792880002,2.6362631034825785
1791.0,Africa,Western Africa,ghana,Obuasi,139,139,100.0,228531.66154333,51919.50670630301,22.71873680682927
1812.0,Africa,Western Africa,ghana,Mampong,49,49,100.0,57755.209751745,3883.7352408599995,6.724476038705161
1817.0,Africa,Western Africa,ghana,Ejura,51,51,100.0,53163.80619155301,4463.76443223,8.396246905548367
1822.0,Africa,Western Africa,ghana,Cape Coast,146,146,100.0,262551.633280572,73709.64463533899,28.074342450031626
1827.0,Africa,Western Africa,ghana,Assin Fosu,47,47,100.0,80943.00745908098,18908.88086199,23.36073424446081
1829.0,Africa,Western Africa,ghana,Konongo,55,55,100.0,74952.804491421,6346.509636074,8.467341121038924
1844.0,Africa,Western Africa,ghana,Navrongo,42,42,100.0,43159.485294836,1491.390640572,3.45553388874738
1853.0,Africa,Western Africa,ghana,Atebubu,71,71,100.0,77407.65972907499,10501.714123705,13.566763496611001
1854.0,Africa,Western Africa,ghana,Akim Oda,78,78,100.0,101636.959496804,15506.666459316999,15.256916909054732
1866.0,Africa,Western Africa,ghana,Tamale,482,482,100.0,541753.5542169649,97790.153624933,18.05067135485176
1868.0,Africa,Western Africa,ghana,Bolgatanga,66,66,100.0,65673.219929748,3190.733644205,4.858500386638867
1873.0,Africa,Western Africa,ghana,Savelugu,81,81,100.0,78792.494748472,34223.550409335,43.43503847490333
1875.0,Africa,Western Africa,ghana,Walewale,50,50,100.0,57400.884864468004,5431.96374974,9.463205597902666
1876.0,Africa,Western Africa,ghana,Nkawkaw,50,50,100.0,73099.621699759,10481.195962901,14.33823557384505
1879.0,Africa,Western Africa,ghana,Agona Swedru,120,120,100.0,173333.587654447,27187.327220807,15.684973459966049
1883.0,Africa,Western Africa,ghana,Asamankese,58,58,100.0,96267.145181491,23814.896956462,24.738343400091622
1884.0,Africa,Western Africa,ghana,Yeji,42,42,100.0,66660.031213421,4619.095779781001,6.92933335868438
1886.0,Africa,Western Africa,ghana,Winneba,85,85,100.0,107863.38517890901,27636.015699220003,25.621313157732967
1910.0,Africa,Western Africa,ghana,Accra,4611,4611,100.0,5450209.961275143,2502885.777084398,45.92274049748384
1913.0,Africa,Western Africa,ghana,Suhum,46,46,100.0,88624.514193683,8927.202665499,10.073062455371197
1921.0,Africa,Western Africa,ghana,New Tafo Akim,59,59,100.0,85553.06872344801,5035.8715928930005,5.886254775000012
1926.0,Africa,Western Africa,ghana,Nsawam,53,53,100.0,61834.67246943199,12771.017037324,20.65348861294181
1935.0,Africa,Western Africa,ghana,Koforidua,162,162,100.0,212352.94460013398,14540.003130881001,6.847092776726124
1938.0,Africa,Western Africa,ghana,Bawku,52,52,100.0,56301.449611851014,6778.059095318,12.038871364852517
1953.0,Africa,Western Africa,ghana,Kete Krachi,28,28,100.0,38163.46633141799,6816.0620895249995,17.860175567735816
1956.0,Africa,Western Africa,ghana,Yendi,117,117,100.0,135941.16746582,38008.821077887,27.95975772934541
1957.0,Africa,Western Africa,ghana,Somanya,96,96,100.0,121550.296477502,11646.531984259998,9.58165658313773
1972.0,Africa,Western Africa,ghana,Dambai,20,20,100.0,63613.492032129,20780.449224810996,32.66673241946143
1985.0,Africa,Western Africa,ghana,Ho,149,149,100.0,208651.89467228,49278.194513088994,23.617420100827747
1987.0,Africa,Western Africa,ghana,Hohoe,106,106,100.0,151589.488509889,48239.171484298,31.82224041949393
2001.0,Africa,Western Africa,ghana,Akatsi,55,55,100.0,74788.50221407702,8077.786797451,10.800840447812263
256.0,Latin America and the Caribbean,Central America,guatemala,Malacatán,63,63,100.0,69617.430582075,22589.385462463,32.4478873661265
259.0,Latin America and the Caribbean,Central America,guatemala,Coatepeque,76,76,100.0,94036.86105117999,12330.420328231,13.112326581722153
261.0,Latin America and the Caribbean,Central America,guatemala,San Pedro Sacatepéquez [San Marcos],88,88,100.0,99501.737388885,32617.789384122996,32.78112547587196
263.0,Latin America and the Caribbean,Central America,guatemala,Retalhuleu,45,45,100.0,65561.576762132,5027.475186729,7.668325618478476
266.0,Latin America and the Caribbean,Central America,guatemala,Ostuncalco,26,26,100.0,40244.791654947,33194.189013447,82.48070780947049
267.0,Latin America and the Caribbean,Central America,guatemala,Mazatenango,86,86,100.0,110379.112650984,10244.339389169001,9.28104887159344
268.0,Latin America and the Caribbean,Central America,guatemala,Quetzaltenango,202,202,100.0,213235.72023518896,52919.39376031401,24.817321273352515
269.0,Latin America and the Caribbean,Central America,guatemala,Totonicapán,50,50,100.0,94443.118453769,10953.831119496,11.59833696603107
271.0,Latin America and the Caribbean,Central America,guatemala,Huehuetenango,23,23,100.0,69285.038570217,8488.12404487,12.251020162553132
274.0,Latin America and the Caribbean,Central America,guatemala,Aguacatán,20,20,100.0,44530.273696859,11022.52860424,24.752887618154226
275.0,Latin America and the Caribbean,Central America,guatemala,Panajachel [Sololá],25,25,100.0,51224.92101849001,16092.124317403,31.414639588403524
276.0,Latin America and the Caribbean,Central America,guatemala,Santa Lucía Cotzumalguapa,70,70,100.0,104880.83845185098,78766.26617939201,75.10072129672406
278.0,Latin America and the Caribbean,Central America,guatemala,Santa Cruz del Quiché,73,73,100.0,78601.202095313,16130.373111644,20.521789338646585
280.0,Latin America and the Caribbean,Central America,guatemala,Santa Cruz Barillas,67,67,100.0,77901.291801033,56822.435912622,72.94158363606046
281.0,Latin America and the Caribbean,Central America,guatemala,Santa María Nebaj,33,33,100.0,51429.344648073,42708.607320017996,83.04326569251401
282.0,Latin America and the Caribbean,Central America,guatemala,Escuintla,57,57,100.0,87580.385039723,19873.983869953,22.692277341483425
283.0,Latin America and the Caribbean,Central America,guatemala,Chimaltenango,124,124,100.0,171999.62984715,91491.50612533701,53.192850593133414
285.0,Latin America and the Caribbean,Central America,guatemala,Ciudad Vieja [Antigua Guatemala],52,52,100.0,60528.42521323101,6261.980294041001,10.345519930480835
288.0,Latin America and the Caribbean,Central America,guatemala,Guatemala City,1398,1398,100.0,2717787.348455546,610440.999053207,22.46095521049894
291.0,Latin America and the Caribbean,Central America,guatemala,San Juan Sacatepéquez,44,44,100.0,60576.144072541,35650.739915822,58.8527719313557
294.0,Latin America and the Caribbean,Central America,guatemala,San José Pinula,59,59,100.0,142366.380899615,17666.719966205997,12.409334180281725
297.0,Latin America and the Caribbean,Central America,guatemala,La Leyenda,35,35,100.0,58102.405585207,21037.742009835,36.2080395776096
300.0,Latin America and the Caribbean,Central America,guatemala,Salamá,27,27,100.0,33728.314833345,17331.576018427,51.38583443633061
301.0,Latin America and the Caribbean,Central America,guatemala,Cobán,168,168,100.0,216882.487835541,124198.43359662301,57.26531212183483
306.0,Latin America and the Caribbean,Central America,guatemala,Jalapa,75,75,100.0,86501.99094295398,31218.164612325996,36.08953305238216
307.0,Latin America and the Caribbean,Central America,guatemala,Jutiapa,42,42,100.0,56513.549732338,3413.193088701,6.039601307769053
319.0,Latin America and the Caribbean,Central America,guatemala,Fray Bartolomé de las Casas,40,40,100.0,35041.438549587,5389.262234461001,15.379683190901758
322.0,Latin America and the Caribbean,Central America,guatemala,Chiquimula,55,55,100.0,63654.511188549004,15396.598849334,24.187757571067074
325.0,Latin America and the Caribbean,Central America,guatemala,Flores,148,148,100.0,141759.47546021699,38513.47252173699,27.168182159749392
327.0,Latin America and the Caribbean,Central America,guatemala,El Estor,49,49,100.0,51990.665843769,8546.218481564,16.437986209380796
330.0,Latin America and the Caribbean,Central America,guatemala,Poptún,65,65,100.0,58870.742854436,6901.903427409001,11.723825949461299
336.0,Latin America and the Caribbean,Central America,guatemala,Morales,40,40,100.0,57046.833606111,18483.047946985,32.399778880987796
340.0,Latin America and the Caribbean,Central America,guatemala,Puerto Barrios,59,59,100.0,66882.634262739,1172.698429926,1.7533675861498212
1477.0,Africa,Western Africa,guinea_bissau,Bissau,405,405,100.0,628172.433114812,210691.466174755,33.54038717204367
1492.0,Africa,Western Africa,guinea_bissau,Bafatá,58,58,100.0,70137.27405093,5496.088071107,7.836187170770324
1498.0,Africa,Western Africa,guinea_bissau,Gabú,86,86,100.0,81894.742895352,16305.706049737999,19.910565041487473
1493.0,Africa,Western Africa,guinea,Kamsar,86,86,100.0,111734.434237044,19803.832137666,17.72401880663957
1497.0,Africa,Western Africa,guinea,Boké,54,54,100.0,60181.392026531,10641.548599531001,17.682456721572123
1501.0,Africa,Western Africa,guinea,Sangarédi,69,69,100.0,84782.69745780398,32390.083973995006,38.203648792980935
1502.0,Africa,Western Africa,guinea,Conakry,2116,2116,100.0,2970382.3938673167,1777227.780441896,59.831615757997334
1505.0,Africa,Western Africa,guinea,Fria,37,37,100.0,57714.20165107401,9411.246507591,16.306638987209947
1512.0,Africa,Western Africa,guinea,Kindia,134,134,100.0,198647.315367823,14756.317691218,7.4284002599756445
1515.0,Africa,Western Africa,guinea,Labé,169,169,100.0,184855.461013106,45947.999337178,24.85617632574044
1518.0,Africa,Western Africa,guinea,Mamou,61,61,100.0,76890.61236388698,13506.919176061,17.566408643150254
1527.0,Africa,Western Africa,guinea,Faranah,64,64,100.0,97819.19499270301,60362.085603475,61.70781267212209
1531.0,Africa,Western Africa,guinea,Guéckédou,40,40,100.0,54411.189912329995,8981.525208456,16.506761243280064
1532.0,Africa,Western Africa,guinea,Kissidougou,54,54,100.0,110193.41600262902,27633.732444389,25.07748053089643
1535.0,Africa,Western Africa,guinea,Macenta,15,15,100.0,65781.808730902,3863.7791501330003,5.873628628757864
1538.0,Africa,Western Africa,guinea,Banankoro,58,58,100.0,79703.267338819,21867.679314807,27.436364963367666
1539.0,Africa,Western Africa,guinea,Kankan,181,181,100.0,245810.263599971,132915.853505257,54.07254016112315
1540.0,Africa,Western Africa,guinea,Siguiri,219,219,100.0,224405.35227444803,68266.86298905099,30.42122761205826
1545.0,Africa,Western Africa,guinea,Nzérékoré,169,169,100.0,285085.445151011,99355.516773155,34.85113619901779
1548.0,Africa,Western Africa,guinea,Sinko,61,61,100.0,99678.51160351197,31086.595699831003,31.18685782898039
701.0,Latin America and the Caribbean,Caribbean,haiti,Jérémie,39,39,100.0,59201.419507959006,46228.578243957,78.08694221891429
710.0,Latin America and the Caribbean,Caribbean,haiti,Les Cayes,44,44,100.0,78814.27918265702,32513.096656814,41.2527996119369
728.0,Latin America and the Caribbean,Caribbean,haiti,Petit-Goâve,69,69,100.0,150477.16196051502,119164.15094905799,79.19085487559
730.0,Latin America and the Caribbean,Caribbean,haiti,Anse-à-Galets,55,55,100.0,69073.76956045101,38310.880830385,55.46371810048187
735.0,Latin America and the Caribbean,Caribbean,haiti,Léogâne,101,101,100.0,124197.902871265,106003.623207398,85.35057416973785
736.0,Latin America and the Caribbean,Caribbean,haiti,Jacmel,85,85,100.0,123070.92672737599,74288.996932934,60.362750901760364
737.0,Latin America and the Caribbean,Caribbean,haiti,Saint-Marc,120,120,100.0,211502.989906261,175203.572649398,82.83739758338591
739.0,Latin America and the Caribbean,Caribbean,haiti,Port-de-Paix,60,60,100.0,178643.254716347,123511.069707443,69.13838974975917
740.0,Latin America and the Caribbean,Caribbean,haiti,Gonaïves,235,235,100.0,389123.1403017719,246684.42256126495,63.394950598403575
741.0,Latin America and the Caribbean,Caribbean,haiti,Port-au-Prince,1167,1167,100.0,1726843.34522247,1016851.9758532441,58.88501575238387
743.0,Latin America and the Caribbean,Caribbean,haiti,Saint-Louis-du-Nord,52,52,100.0,131264.956406871,44645.014321573,34.01137328929633
745.0,Latin America and the Caribbean,Caribbean,haiti,Gros Morne,52,52,100.0,77294.91833211701,71942.642412885,93.07551384395722
759.0,Latin America and the Caribbean,Caribbean,haiti,Mirebalais,30,30,100.0,51198.06172668999,43977.123331309,85.89607076547459
760.0,Latin America and the Caribbean,Caribbean,haiti,Cap-Haitien,189,189,100.0,333394.33026489,270649.778689417,81.18007839976735
761.0,Latin America and the Caribbean,Caribbean,haiti,Hinche,53,53,100.0,64321.147370367,51645.841611660995,80.29371944234694
776.0,Latin America and the Caribbean,Caribbean,haiti,Ouanaminthe,94,94,100.0,118948.99706259099,81785.464638454,68.75675008459169
335.0,Latin America and the Caribbean,Central America,honduras,Santa Rosa,48,48,100.0,53613.321693246,15528.945647785999,28.964714659234176
341.0,Latin America and the Caribbean,Central America,honduras,Barrio El Centro,82,82,100.0,99353.14445256001,49111.992434935,49.43174441588551
343.0,Latin America and the Caribbean,Central America,honduras,Siguatepeque,72,72,100.0,73981.876528533,2161.308681693,2.92140289366604
345.0,Latin America and the Caribbean,Central America,honduras,San Pedro Sula,1061,1061,100.0,1305287.425311232,227143.05873370898,17.401765644034235
346.0,Latin America and the Caribbean,Central America,honduras,Villanueva,91,91,100.0,105557.44683171099,53595.443306511,50.77372077022439
351.0,Latin America and the Caribbean,Central America,honduras,Comayagua,95,95,100.0,106688.84602658098,22276.076478836007,20.879480197288885
352.0,Latin America and the Caribbean,Central America,honduras,Puerto Cortés,60,60,100.0,71281.40951662899,531.54914079,0.7457051486418724
353.0,Latin America and the Caribbean,Central America,honduras,El Progreso,125,125,100.0,131985.275919762,40504.973504543996,30.68900922642935
357.0,Latin America and the Caribbean,Central America,honduras,Choluteca,116,116,100.0,107290.14222635499,5490.471419664001,5.117405295335054
359.0,Latin America and the Caribbean,Central America,honduras,Tegucigalpa,896,896,100.0,1600986.6192094348,685327.902910229,42.806597799589554
369.0,Latin America and the Caribbean,Central America,honduras,Danli,66,66,100.0,73698.071951813,2636.734586726,3.5777524661025213
373.0,Latin America and the Caribbean,Central America,honduras,La Ceiba,238,238,100.0,299165.12313723296,52435.467494537,17.527266194891244
378.0,Latin America and the Caribbean,Central America,honduras,Juticalpa,54,54,100.0,56835.574705349994,1610.12225873,2.832947968024044
10002.0,Asia,South-Central Asia,india,Udaipur,39,39,100.0,163026.03806486996,0.0,0.0
10017.0,Asia,South-Central Asia,india,Bishwanath Charaili,13,13,100.0,118356.689942632,0.0,0.0
10021.0,Asia,South-Central Asia,india,Zakiganj,53,53,100.0,306812.106959935,12427.309052789999,4.050462407082526
10022.0,Asia,South-Central Asia,india,Hojai,121,121,100.0,185496.602357631,1343.49059148,0.724266953898054
10025.0,Asia,South-Central Asia,india,Dharmanagar,15,15,100.0,97718.105420084,0.0,0.0
10033.0,Asia,South-Central Asia,india,Badarpur,22,22,100.0,157526.620314202,0.0,0.0
10036.0,Asia,South-Central Asia,india,Hailakandi,43,43,100.0,135895.67127760197,15744.708783367001,11.585879546673986
10040.0,Asia,South-Central Asia,india,Lumding,48,48,100.0,142869.22749932902,0.0,0.0
10041.0,Asia,South-Central Asia,india,Silchar,143,143,100.0,530462.9603173321,35789.055194481996,6.746758562194874
10045.0,Asia,South-Central Asia,india,North Lakhimpur,69,69,100.0,136475.369848303,0.0,0.0
10047.0,Asia,South-Central Asia,india,Diphu,47,47,100.0,69202.208576765,667.586590883,0.9646897181647835
10049.0,Asia,South-Central Asia,india,Kolasib,29,29,100.0,50743.430057164995,0.0,0.0
10056.0,Asia,South-Central Asia,india,Golaghat,64,64,100.0,155540.11337814,0.0,0.0
10060.0,Asia,South-Central Asia,india,Dimapur,203,203,100.0,454979.8263713019,24695.633831355997,5.427852489266695
10062.0,Asia,South-Central Asia,india,Jorhat,107,107,100.0,243744.38020885104,0.0,0.0
10063.0,Asia,South-Central Asia,india,Aizawl,37,37,100.0,362270.676224562,23250.70793599,6.418048564763631
10074.0,Asia,South-Central Asia,india,Dibrugarh,150,150,100.0,248885.476229333,955.894669503,0.38407008877536936
10075.0,Asia,South-Central Asia,india,Wokha,19,19,100.0,57450.262180182996,6897.69755219,12.00638132956912
10078.0,Asia,South-Central Asia,india,Nazira,16,16,100.0,72325.946672233,0.0,0.0
10080.0,Asia,South-Central Asia,india,Mokokchung,30,30,100.0,59727.18411347801,0.0,0.0
10081.0,Asia,South-Central Asia,india,Senapati,6,6,100.0,107558.404879806,0.0,0.0
10084.0,Asia,South-Central Asia,india,Imphal,381,381,100.0,781195.855209894,96065.790582551,12.297273461178278
10086.0,Asia,South-Central Asia,india,LAMKA,44,44,100.0,162241.63587100696,0.0,0.0
10087.0,Asia,South-Central Asia,india,Sonari,6,6,100.0,48508.21126688301,0.0,0.0
10089.0,Asia,South-Central Asia,india,Tinsukia,35,35,100.0,192145.840127714,0.0,0.0
10092.0,Asia,South-Central Asia,india,Thoubal,26,26,100.0,124080.09554086099,0.0,0.0
10093.0,Asia,South-Central Asia,india,Duliajan,81,81,100.0,117621.92075234301,0.0,0.0
10095.0,Asia,South-Central Asia,india,Moran,14,14,100.0,58138.708231984005,0.0,0.0
10098.0,Asia,South-Central Asia,india,Ukhrul,3,3,100.0,85049.22182206,0.0,0.0
10099.0,Asia,South-Central Asia,india,Digboi,4,4,100.0,99755.09427468,0.0,0.0
10152.0,Asia,South-Central Asia,india,Port Blair,123,123,100.0,182153.671459102,1374.91762078,0.7548119177431474
6369.0,Asia,South-Central Asia,india,Mithapur,8,8,100.0,66496.341113293,0.0,0.0
6371.0,Asia,South-Central Asia,india,Dwarka,42,42,100.0,53013.16715260399,1272.87095009,2.4010467935747104
6385.0,Asia,South-Central Asia,india,Mandvi,33,33,100.0,58814.608767757,16801.984785444,28.567706455024634
6397.0,Asia,South-Central Asia,india,Baramulla,34,34,100.0,138114.925433649,1204.75464211,0.8722841780693494
6402.0,Asia,South-Central Asia,india,Bhuj,147,147,100.0,177952.196116312,3551.7301438349996,1.9958900319013428
6403.0,Asia,South-Central Asia,india,Sopore,48,48,100.0,88939.375299192,0.0,0.0
6412.0,Asia,South-Central Asia,india,Bandipora,26,26,100.0,104827.376335879,1393.73543416,1.3295529115355431
6421.0,Asia,South-Central Asia,india,Mundra,26,26,100.0,50153.913878700005,0.0,0.0
6433.0,Asia,South-Central Asia,india,Khambhaliya,17,17,100.0,82631.91101315501,17232.34829442,20.85435043572526
6440.0,Asia,South-Central Asia,india,Anjar,40,40,100.0,96737.409777816,5237.51165134,5.4141532870989435
6442.0,Asia,South-Central Asia,india,Srinagar,313,313,100.0,1328088.2570951178,95578.900279309,7.196728061459219
6444.0,Asia,South-Central Asia,india,Porbandar,105,105,100.0,233872.02127026703,7749.44135403,3.313539307497837
6446.0,Asia,South-Central Asia,india,Gandhidham,228,228,100.0,283256.762823476,7648.956720863001,2.7003615534608745
6452.0,Asia,South-Central Asia,india,Bhanvad,7,7,100.0,26845.2028863,6288.09077114,23.423517407458377
6456.0,Asia,South-Central Asia,india,Pampore,88,88,100.0,212442.392395979,21437.55332991,10.090996005143726
6458.0,Asia,South-Central Asia,india,Jamnagar,289,289,100.0,667249.611629767,38053.341625978996,5.703014428593394
6464.0,Asia,South-Central Asia,india,Pulwama,22,22,100.0,68460.298710951,769.232465554,1.1236183306792271
6477.0,Asia,South-Central Asia,india,Jam Jodhpur,11,11,100.0,23237.746100035998,6424.74451313,27.64788153494821
6480.0,Asia,South-Central Asia,india,Barmer,30,30,100.0,255095.63087841,27000.17542496,10.584334718703785
6486.0,Asia,South-Central Asia,india,Anantnag,90,90,100.0,277126.42680959805,19150.709524949998,6.910459513162073
6487.0,Asia,South-Central Asia,india,Pokaran,5,5,100.0,53350.161362494,3094.10705966,5.799620808335934
6488.0,Asia,South-Central Asia,india,Fatehpora,23,23,100.0,66699.85747679001,0.0,0.0
6500.0,Asia,South-Central Asia,india,Upleta,71,71,100.0,83262.021731732,1480.687594148,1.778346914177433
6501.0,Asia,South-Central Asia,india,Mangrol,41,41,100.0,70636.667555444,4454.42708093,6.306111592019313
6502.0,Asia,South-Central Asia,india,Katra,9,9,100.0,36793.714609382,0.0,0.0
6503.0,Asia,South-Central Asia,india,Jammu,470,470,100.0,1143537.682271624,34814.16348699,3.0444264344513843
6508.0,Asia,South-Central Asia,india,Keshod,11,11,100.0,89907.40514605702,17907.79669874,19.918044202975604
6513.0,Asia,South-Central Asia,india,Dhoraji,43,43,100.0,85666.74492462,9517.563412239999,11.109986051897627
6514.0,Asia,South-Central Asia,india,Phalodi,48,48,100.0,118456.457388151,19325.41864723,16.314364850457775
6516.0,Asia,South-Central Asia,india,Morbi,93,93,100.0,226434.88578640495,5576.747630513,2.4628482537684246
6517.0,Asia,South-Central Asia,india,Junagadh,261,261,100.0,355024.56546896,2461.85408208,0.6934320386613476
6519.0,Asia,South-Central Asia,india,Udhampur,31,31,100.0,203963.58658565202,7523.13075597,3.688467574976062
6522.0,Asia,South-Central Asia,india,Rajkot,1099,1099,100.0,1533713.0452113259,6822.189075105,0.44481522123096956
6523.0,Asia,South-Central Asia,india,Jetpur,58,58,100.0,136736.765549624,737.611337483,0.539438924504404
6524.0,Asia,South-Central Asia,india,Veraval,51,51,100.0,227660.20230283897,13758.909543501,6.043616497010125
6528.0,Asia,South-Central Asia,india,Shapar - Veraval,27,27,100.0,69441.37501521,0.0,0.0
6529.0,Asia,South-Central Asia,india,Wankaner,31,31,100.0,70041.96526427,3455.63489517,4.933663528902719
6532.0,Asia,South-Central Asia,india,Fazilka,75,75,100.0,108484.55962448499,692.609907105,0.6384409998090437
6533.0,Asia,South-Central Asia,india,Gondal,61,61,100.0,140439.204369447,659.783765767,0.4698002731711132
6535.0,Asia,South-Central Asia,india,N/A,5,5,100.0,38985.6962923,0.0,0.0
6538.0,Asia,South-Central Asia,india,Sri Ganganagar,238,238,100.0,293358.13932948594,0.0,0.0
6544.0,Asia,South-Central Asia,india,Sanchore,11,11,100.0,72673.634654789,0.0,0.0
6545.0,Asia,South-Central Asia,india,Jalalabad,43,43,100.0,80268.95146801599,1269.71906732,1.5818308874084808
6546.0,Asia,South-Central Asia,india,Balotra,62,62,100.0,214675.25470834394,7287.50201005,3.3946632647301342
6548.0,Asia,South-Central Asia,india,Amritsar,822,822,100.0,1335766.143712539,347759.22237530403,26.034439038016437
6553.0,Asia,South-Central Asia,india,Radhanpur,9,9,100.0,66518.87077215599,14185.0872465,21.32490687505433
6554.0,Asia,South-Central Asia,india,Than,11,11,100.0,80146.78462672999,0.0,0.0
6555.0,Asia,South-Central Asia,india,Abohar,112,112,100.0,141450.391800839,0.0,0.0
6556.0,Asia,South-Central Asia,india,Kodinar,20,20,100.0,57022.790179448995,7089.3582356160005,12.432499730907598
6558.0,Asia,South-Central Asia,india,Firozpur,140,140,100.0,232363.452739507,7430.975951906,3.1979968726994943
6559.0,Asia,South-Central Asia,india,Bikaner,563,563,100.0,847826.752271284,12858.5311868,1.5166460780286375
6562.0,Asia,South-Central Asia,india,Tarn Taran Sahib,73,73,100.0,110527.638818913,14059.781511039999,12.720602431465453
6563.0,Asia,South-Central Asia,india,Dhrangadhra,32,32,100.0,81992.050096919,8333.010990169,10.163193846621633
6565.0,Asia,South-Central Asia,india,Siwana,7,7,100.0,37799.526413807995,0.0,0.0
6566.0,Asia,South-Central Asia,india,Dhire Kot,50,50,100.0,108007.17832687902,33628.596127847006,31.135519554146228
6568.0,Asia,South-Central Asia,india,Jasdan,18,18,100.0,60911.39956079701,3637.10018683,5.971132190452677
6569.0,Asia,South-Central Asia,india,Sri Muktsar Sahib,67,67,100.0,169124.551585495,6382.1704193410005,3.7736510515533976
6571.0,Asia,South-Central Asia,india,Batala,142,142,100.0,260566.60676359496,33236.598844693,12.755509716886964
6573.0,Asia,South-Central Asia,india,Kathua,40,40,100.0,102246.322882821,7060.14666965,6.905037238103177
6575.0,Asia,South-Central Asia,india,Bhinmal,23,23,100.0,75747.49736606602,0.0,0.0
6579.0,Asia,South-Central Asia,india,Gurdaspur,50,50,100.0,133568.711565222,11981.105086533,8.969993755373308
6580.0,Asia,South-Central Asia,india,Faridkot,76,76,100.0,130600.21610465598,5659.054068575,4.3331123311772615
6581.0,Asia,South-Central Asia,india,Malout,12,12,100.0,101927.810512062,3553.7946034,3.4865799486386977
6583.0,Asia,South-Central Asia,india,Amreli,67,67,100.0,157471.052894781,4203.593297687,2.6694387447169463
6584.0,Asia,South-Central Asia,india,Diu,45,45,100.0,67692.993073669,6447.533826131,9.524669442691463
6586.0,Asia,South-Central Asia,india,Hanumanangarh Junction,135,135,100.0,156854.382977513,0.0,0.0
6588.0,Asia,South-Central Asia,india,Surendranagar,92,92,100.0,303397.377309466,13692.61070428,4.5130946172660895
6589.0,Asia,South-Central Asia,india,Una,12,12,100.0,93703.65775196401,0.0,0.0
6591.0,Asia,South-Central Asia,india,Pathankot,135,135,100.0,250825.001360541,17791.300874884997,7.093113038325639
6592.0,Asia,South-Central Asia,india,Deesa,46,46,100.0,155990.899171364,4552.00477669,2.918122019214332
6593.0,Asia,South-Central Asia,india,Kotkapura,42,42,100.0,94481.93599931701,6933.97203502,7.338939408555434
6594.0,Asia,South-Central Asia,india,Nokha,84,84,100.0,88355.797212157,0.0,0.0
6595.0,Asia,South-Central Asia,india,Jodhpur,856,856,100.0,1328861.28754818,4266.42227784,0.32105851211240993
6597.0,Asia,South-Central Asia,india,Jalore,41,41,100.0,82725.85467099499,2484.02424804,3.002718144066439
6598.0,Asia,South-Central Asia,india,N/A,65,65,100.0,96681.297351132,0.0,0.0
6599.0,Asia,South-Central Asia,india,Patan,62,62,100.0,207185.49868732895,19445.911742286,9.385749420442076
6600.0,Asia,South-Central Asia,india,Kundla,57,57,100.0,94214.655703086,0.0,0.0
6603.0,Asia,South-Central Asia,india,Botad,17,17,100.0,137094.664869534,8514.48116989,6.210658290745885
6605.0,Asia,South-Central Asia,india,Kapurthala,103,103,100.0,129868.513086607,2450.637778743,1.8870145815165478
6606.0,Asia,South-Central Asia,india,Mandi Dabwali,21,21,100.0,69007.149455985,0.0,0.0
6607.0,Asia,South-Central Asia,india,Ahore,17,17,100.0,27869.149855788997,837.131889303,3.003794136652182
6608.0,Asia,South-Central Asia,india,Limbdi,25,25,100.0,64681.963045927994,11400.848646037,17.626009028114574
6610.0,Asia,South-Central Asia,india,Moga,141,141,100.0,189315.305738632,3705.060332644,1.9570844090964268
6611.0,Asia,South-Central Asia,india,Palanpur,60,60,100.0,210289.332034149,2300.8556013,1.094138052103548
6614.0,Asia,South-Central Asia,india,Bathinda,144,144,100.0,401205.62036115397,7930.58786493,1.9766891245918012
