ID_HDC_G0,Region,Region_L2_pred,Country,City,TotalBlocks,ValidBlocks,PctValid,TotalPop,DeprivedPop,PctDeprived,Region_L1,Region_L2,UCDB_CityPop,CitySizeClass
3082.0,Africa,Middle Africa,angola,Lobito,219,219,100.0,497843.622734794,338945.114610306,68.08264666490771,Africa,Middle Africa,497843.6857364222,Small
3100.0,Africa,Middle Africa,angola,Caxito,59,59,100.0,53145.42094989901,37875.527130597,71.26771498583638,Africa,Middle Africa,53145.439297091216,Small
3103.0,Africa,Middle Africa,angola,Porto Amboim,30,30,100.0,32008.314293378004,13015.619988810002,40.663247272296125,Africa,Middle Africa,32008.34581525228,Small
3109.0,Africa,Middle Africa,angola,Sumbe,63,63,100.0,163559.452122301,114865.74065609301,70.22873894820982,Africa,Middle Africa,163559.45814887248,Small
3133.0,Africa,Middle Africa,angola,Cubal,70,70,100.0,106816.83648339398,50697.929975137,47.462489663807474,Africa,Middle Africa,106817.06504894793,Small
3143.0,Africa,Middle Africa,angola,Vila Nova do Seles,34,34,100.0,74720.57755302198,33549.860278793,44.900429543636626,Africa,Middle Africa,74720.5939225126,Small
3144.0,Africa,Middle Africa,angola,M'banza Congo,121,121,100.0,296541.432794063,158851.243851695,53.567976102014484,Africa,Middle Africa,296541.4459957108,Small
3145.0,Africa,Middle Africa,angola,Gabela,56,56,100.0,150021.97977691502,107282.251264213,71.51102220070909,Africa,Middle Africa,150022.00868458673,Small
3158.0,Africa,Middle Africa,angola,Ganda,73,73,100.0,95482.40543508499,37436.628625882004,39.2078817613511,Africa,Middle Africa,95482.55543999374,Small
3171.0,Africa,Middle Africa,angola,Balombo,36,36,100.0,44755.839847821,24077.412267027998,53.79725271360367,Africa,Middle Africa,44756.11559135094,Small
3178.0,Africa,Middle Africa,angola,Matala,190,190,100.0,240268.5986186,86753.023579957,36.1066839689975,Africa,Middle Africa,240269.83734484576,Small
3184.0,Africa,Middle Africa,angola,Calulo,36,36,100.0,67214.758790822,50524.607775093,75.16891927311656,Africa,Middle Africa,67214.75888198614,Small
3188.0,Africa,Middle Africa,angola,N'dalatando,67,67,100.0,104826.642261684,85621.441949296,81.67908472691026,Africa,Middle Africa,104826.64869716577,Small
3189.0,Africa,Middle Africa,angola,Caconda,58,58,100.0,70824.77290729,17345.751614808,24.49107974905007,Africa,Middle Africa,70824.78922188282,Small
3197.0,Africa,Middle Africa,angola,Waku Kungo,99,99,100.0,101475.99020369,49299.098272979994,48.582032236416964,Africa,Middle Africa,101476.002463324,Small
3198.0,Africa,Middle Africa,angola,Uíge,108,108,100.0,243142.766208355,136412.668851655,56.10393884174191,Africa,Middle Africa,243143.1099547185,Small
3210.0,Africa,Middle Africa,angola,Negage,40,40,100.0,48713.566606519,5883.586963366999,12.077922790772702,Africa,Middle Africa,48713.58502965607,Small
3217.0,Africa,Middle Africa,angola,Calilongue,76,76,100.0,77781.58008260399,29130.153030657,37.45122302699533,Africa,Middle Africa,77781.57987916097,Small
3227.0,Africa,Middle Africa,angola,Huambo,400,400,100.0,534007.383636265,300833.091349693,56.33500595089209,Africa,Middle Africa,534007.7396575082,Medium
3231.0,Africa,Middle Africa,angola,Bailundo,65,65,100.0,59390.222297353,20419.54800477,34.382002987855614,Africa,Middle Africa,59390.24149456993,Small
3249.0,Africa,Middle Africa,angola,N/A,20,20,100.0,19305.151191683995,3962.1876379749997,20.52399175035612,Africa,Middle Africa,19305.150943392888,Small
3258.0,Africa,Middle Africa,angola,Malanje,611,611,100.0,886331.767861251,670834.5021967,75.68661380776712,Africa,Middle Africa,886331.7764756717,Medium
3273.0,Africa,Middle Africa,angola,Chitembo,24,24,100.0,25594.366530307998,10450.885409407,40.83275668116813,Africa,Middle Africa,25594.38625614345,Small
3275.0,Africa,Middle Africa,angola,Andulo,46,46,100.0,55744.73383639999,11094.775064751,19.902821847373097,Africa,Middle Africa,55744.73652861267,Small
3282.0,Africa,Middle Africa,angola,Kuito,560,560,100.0,709989.682092573,442305.625114942,62.29747224090947,Africa,Middle Africa,709989.8480952606,Medium
3315.0,Africa,Middle Africa,angola,Camacupa,54,54,100.0,57191.97705670199,16651.55205346,29.115188721227646,Africa,Middle Africa,57192.0213891631,Small
3318.0,Africa,Middle Africa,angola,Menongue,206,206,100.0,209411.802520347,103665.78975963201,49.50331763156452,Africa,Middle Africa,209411.81878153235,Small
3336.0,Africa,Middle Africa,angola,Cafunfo,79,79,100.0,149603.814797725,87668.416330151,58.60038826462075,Africa,Middle Africa,149603.81574242562,Small
3399.0,Africa,Middle Africa,angola,Luena,732,732,100.0,703227.4211263519,331561.277957321,47.14851383728223,Africa,Middle Africa,703227.4358973205,Medium
3415.0,Africa,Middle Africa,angola,Saurimo,423,423,100.0,412517.658527856,250665.84949258697,60.764877408432284,Africa,Middle Africa,412518.72964945436,Small
3432.0,Africa,Middle Africa,angola,Lucapa,51,51,100.0,72729.282077211,27250.690902013,37.46866478495288,Africa,Middle Africa,72729.28183763102,Small
3435.0,Africa,Middle Africa,angola,Dundo,103,103,100.0,209521.838417589,113686.99098266299,54.26021069750176,Africa,Middle Africa,209521.83994951658,Small
3474.0,Africa,Middle Africa,angola,Luau,160,160,100.0,172564.13897604,88492.778300637,51.28109398959418,Africa,Middle Africa,172564.44902658835,Small
3496.0,Africa,Middle Africa,angola,Cazombo,32,32,100.0,181356.585263711,46056.62502666,25.395617677565426,Africa,Middle Africa,181356.58492398262,Small
1003.0,Latin America and the Caribbean,South America,argentina,San Rafael,136,136,100.0,121172.95202017401,0.0,0.0,Latin America and the Caribbean,South America,121172.95197712816,Small
1008.0,Latin America and the Caribbean,South America,argentina,San Carlos de Bariloche,112,112,100.0,102861.017434542,37784.975347056,36.73400894668512,Latin America and the Caribbean,South America,102861.01767771412,Small
1010.0,Latin America and the Caribbean,South America,argentina,Santiago del Estero,396,396,100.0,359913.12703331903,44078.057487734004,12.246860194030509,Latin America and the Caribbean,South America,359913.12721881736,Small
1014.0,Latin America and the Caribbean,South America,argentina,San Luis,212,212,100.0,189285.889490411,0.0,0.0,Latin America and the Caribbean,South America,189285.88952467497,Small
1032.0,Latin America and the Caribbean,South America,argentina,Villa Carlos Paz,53,53,100.0,57946.602783275,2666.164844311,4.60107187695312,Latin America and the Caribbean,South America,57946.60277819936,Small
1033.0,Latin America and the Caribbean,South America,argentina,Villa Mercedes,110,110,100.0,91777.691697076,793.521030504,0.8646121032582924,Latin America and the Caribbean,South America,91777.69177060854,Small
1035.0,Latin America and the Caribbean,South America,argentina,Cordoba,1458,1458,100.0,1428021.399177368,78278.72193671101,5.481621072471643,Latin America and the Caribbean,South America,1428021.3995927842,Large
1036.0,Latin America and the Caribbean,South America,argentina,Neuquén,246,246,100.0,220640.189322948,10495.142531601,4.756677631489613,Latin America and the Caribbean,South America,220640.18990942743,Small
1037.0,Latin America and the Caribbean,South America,argentina,Cipolletti,84,84,100.0,69428.31876444601,0.0,0.0,Latin America and the Caribbean,South America,69428.31876299344,Small
1040.0,Latin America and the Caribbean,South America,argentina,General Roca,82,82,100.0,80896.389422408,6511.147840972,8.048749625862087,Latin America and the Caribbean,South America,80896.38952360582,Small
1043.0,Latin America and the Caribbean,South America,argentina,Río Cuarto,152,152,100.0,133546.498436199,0.0,0.0,Latin America and the Caribbean,South America,133546.4982753296,Small
1046.0,Latin America and the Caribbean,South America,argentina,Villa María,105,105,100.0,86774.150461331,0.0,0.0,Latin America and the Caribbean,South America,86774.15058099688,Small
1049.0,Latin America and the Caribbean,South America,argentina,Presidencia Roque Sáenz Peña,106,106,100.0,90496.253887816,4273.544144662001,4.722343700502471,Latin America and the Caribbean,South America,90496.25401863549,Small
1052.0,Latin America and the Caribbean,South America,argentina,San Francisco,62,62,100.0,56929.367070205015,0.0,0.0,Latin America and the Caribbean,South America,56929.36711783521,Small
1053.0,Latin America and the Caribbean,South America,argentina,Santa Rosa,131,131,100.0,115680.353673085,1050.82963336,0.9083907508872816,Latin America and the Caribbean,South America,115680.35349092912,Small
1054.0,Latin America and the Caribbean,South America,argentina,General Pico,55,55,100.0,49352.354637875,718.742974317,1.4563499139824372,Latin America and the Caribbean,South America,49352.35505446792,Small
1056.0,Latin America and the Caribbean,South America,argentina,Rafaela,88,88,100.0,78866.374270853,0.0,0.0,Latin America and the Caribbean,South America,78866.37432119343,Small
