tif,overlapping_blocks
Belo_Horizonte_y2020.tif,4605
Curitiba_y2020.tif,2656
Florianopolis_y2020.tif,549
Ilheus_y2020.tif,284
Jequie_y2020.tif,147
Palmas_y2020.tif,202
Ribeirao_Preto_y2020.tif,745
Sao_Paulo_y2020.tif,17824
