Region,Country,City,TotalBlocks,ValidBlocks,PctValid,TotalPop,DeprivedPop,PctDeprived
Latin America and the Caribbean,brazil,Parque Santa Rita,94,94,100.0,76554.97965358399,710.397653358,0.927957471313549
Latin America and the Caribbean,brazil,Parque dos Buritis,111,111,100.0,92186.071106324,1771.8363899730002,1.9220218073177557
Latin America and the Caribbean,brazil,Pará de Minas,76,76,100.0,71747.948907342,2839.626633111,3.9577809210660515
Latin America and the Caribbean,brazil,Passo Fundo,197,197,100.0,183864.171809483,3152.037911426,1.7143295947250066
Latin America and the Caribbean,brazil,Passos,118,118,100.0,104792.588065096,3307.420666344,3.156158968313166
Latin America and the Caribbean,brazil,Pato Branco,71,71,100.0,63609.24697071901,0.0,0.0
Latin America and the Caribbean,brazil,Patos,109,109,100.0,97701.94197482898,1240.998975668,1.2701886478241338
Latin America and the Caribbean,brazil,Patos de Minas,140,140,100.0,128173.28048043499,3069.2824099830004,2.394635136495169
Latin America and the Caribbean,brazil,Patrocínio,56,56,100.0,53273.56565883601,0.0,0.0
Latin America and the Caribbean,brazil,Paulo Afonso,57,57,100.0,49646.989688341,3914.850675726,7.885373716113459
Latin America and the Caribbean,brazil,Pedro Juan Caballero,210,210,100.0,179266.177130148,4549.428342061,2.537806302835418
Latin America and the Caribbean,brazil,Pelotas,271,271,100.0,293152.88369443803,3810.808431845,1.2999389205453353
Latin America and the Caribbean,brazil,Penápolis,58,58,100.0,53234.31471536499,0.0,0.0
Latin America and the Caribbean,brazil,Perus,67,67,100.0,80151.695712571,13157.637256604,16.415918764573757
Latin America and the Caribbean,brazil,Petrolina,498,498,100.0,436690.905584138,4312.735421894,0.987594512902687
Latin America and the Caribbean,brazil,Petrópolis,121,121,100.0,214312.71099564902,32983.290054201,15.390263088441184
Latin America and the Caribbean,brazil,Pindamonhangaba,74,74,100.0,77367.25725681902,1732.641504782,2.239502298796159
Latin America and the Caribbean,brazil,Piracicaba,353,353,100.0,366673.123653051,3313.973073181,0.9037949223452515
Latin America and the Caribbean,brazil,Pirapora,69,69,100.0,68450.04300808301,2607.561326438,3.809437089951986
Latin America and the Caribbean,brazil,Pirassununga,62,62,100.0,57615.255680434006,0.0,0.0
Latin America and the Caribbean,brazil,Planaltina,246,246,100.0,210979.717294158,6564.138271899999,3.1112650808740843
Latin America and the Caribbean,brazil,Polvilho,71,71,100.0,79033.49277433901,0.0,0.0
Latin America and the Caribbean,brazil,Ponta Grossa,303,303,100.0,306757.53944091103,2049.12985583,0.667996574612215
Latin America and the Caribbean,brazil,Porto Alegre,1747,1747,100.0,1825393.219233639,172836.272915076,9.468440612901938
Latin America and the Caribbean,brazil,Porto Seguro,60,60,100.0,71128.391304846,10495.235141711999,14.755338830497289
Latin America and the Caribbean,brazil,Porto Velho,452,452,100.0,418560.774611827,0.0,0.0
Latin America and the Caribbean,brazil,Potengi,451,451,100.0,417360.723840925,31111.429793149997,7.454326201764966
Latin America and the Caribbean,brazil,Pouso Alegre,113,113,100.0,111794.129028071,4235.248256872999,3.7884353084494693
Latin America and the Caribbean,brazil,Poços de Caldas,116,116,100.0,125580.22410074402,11818.086954139,9.410786641579964
Latin America and the Caribbean,brazil,Praia Grande,488,488,100.0,502558.72719137,12743.401127119,2.535703876507635
Latin America and the Caribbean,brazil,Presidente Prudente,209,209,100.0,215077.780046748,5108.565048503,2.375217489873958
Latin America and the Caribbean,brazil,Recanto das Emas,204,204,100.0,187975.07186835798,465.217926622,0.24748916013065803
Latin America and the Caribbean,brazil,Recife,3393,3393,100.0,3828260.5079761827,1442191.8616179521,37.6722498015259
Latin America and the Caribbean,brazil,Redenção,84,84,100.0,74268.75334681,1919.6517869610002,2.5847367842528266
Latin America and the Caribbean,brazil,Resende,103,103,100.0,103952.044574592,7644.5075943189995,7.353879017582568
Latin America and the Caribbean,brazil,Ribeirao Preto,703,703,100.0,654949.900651932,5889.578318898,0.8992410431752964
Latin America and the Caribbean,brazil,Ribeirão Pires,95,95,100.0,107868.976856523,1238.6306968489998,1.1482733339507873
Latin America and the Caribbean,brazil,Ribeirão das Neves,71,71,100.0,65988.59510221201,14650.630057412996,22.201760826579395
Latin America and the Caribbean,brazil,Rio Branco,318,318,100.0,330257.069982341,71077.926843053,21.522000073110796
Latin America and the Caribbean,brazil,Rio Claro,205,205,100.0,196010.320590153,533.41330708,0.2721353168924908
Latin America and the Caribbean,brazil,Rio Grande,186,186,100.0,171212.156721937,15742.865384432998,9.194946016596672
Latin America and the Caribbean,brazil,Rio Verde,254,254,100.0,214789.888685684,13604.383730426001,6.333810131227444
Latin America and the Caribbean,brazil,Rio das Ostras,203,203,100.0,196102.942792324,31298.757278851,15.960371034307661
Latin America and the Caribbean,brazil,Rio de Janeiro,8627,8627,100.0,10275094.542583006,2544401.838773011,24.76280707908101
Latin America and the Caribbean,brazil,Rivera,123,123,100.0,130690.661529801,15058.812914180997,11.522485798074548
Latin America and the Caribbean,brazil,Rondonópolis,206,206,100.0,194400.643263402,8456.07075404,4.349816241390981
Latin America and the Caribbean,brazil,Salto,115,115,100.0,114187.1318665,2019.277681355,1.768393380539416
Latin America and the Caribbean,brazil,Salvador,1937,1937,100.0,3294899.4628367773,1732354.539173462,52.57685579522884
Latin America and the Caribbean,brazil,Santa Cruz do Capibaribe,132,132,100.0,113917.64361986902,483.774274526,0.4246701908093385
Latin America and the Caribbean,brazil,Santa Cruz do Sul,77,77,100.0,81474.66765918498,0.0,0.0
Latin America and the Caribbean,brazil,Santa Inês,88,88,100.0,78881.52878825,0.0,0.0
Latin America and the Caribbean,brazil,Santa Maria,215,215,100.0,220324.453643473,79987.532036188,36.30442772622193
Latin America and the Caribbean,brazil,Santa Rita,118,118,100.0,99207.591427187,17162.690313612,17.29977521549698
Latin America and the Caribbean,brazil,Santana,101,101,100.0,140239.984875302,16540.949755139998,11.79474582077844
Latin America and the Caribbean,brazil,Santarém,215,215,100.0,185032.836399781,1280.529268343,0.6920551472152192
Latin America and the Caribbean,brazil,Santo Antônio de Jesus,66,66,100.0,81533.085826267,2055.10790614,2.520581534861911
Latin America and the Caribbean,brazil,Santo Antônio do Descoberto,75,75,100.0,67300.849594933,439.766462176,0.6534337453729699
Latin America and the Caribbean,brazil,Santo Ângelo,61,61,100.0,61069.719657539,1837.919885414,3.0095436751969933
Latin America and the Caribbean,brazil,Santos,1012,1012,100.0,1058905.222216847,59827.23028054101,5.649913611275906
Latin America and the Caribbean,brazil,Sao Goncalo,1453,1453,100.0,1724886.237964556,292991.52255577303,16.986136019121837
Latin America and the Caribbean,brazil,Sao Jose dos Campos,649,649,100.0,817572.895103848,21161.319139657997,2.5883097723011095
Latin America and the Caribbean,brazil,Sapiranga,71,71,100.0,71643.015260471,3154.585940647,4.403200966874354
Latin America and the Caribbean,brazil,Sapucaia do Sul,198,198,100.0,211808.631310626,4020.427677017,1.8981415687073104
Latin America and the Caribbean,brazil,Senador Canedo,75,75,100.0,65420.945272442,2525.733239722,3.8607409740163794
Latin America and the Caribbean,brazil,Serra,71,71,100.0,76943.89626341002,17485.082490841996,22.724456831486023
Latin America and the Caribbean,brazil,Serra Talhada,65,65,100.0,60250.492572381,3601.863828294,5.978148351180625
Latin America and the Caribbean,brazil,Sertãozinho,137,137,100.0,112680.621176077,3176.19972247,2.8187630573200395
Latin America and the Caribbean,brazil,Sete Lagoas,215,215,100.0,201604.803117676,8247.555559759001,4.090951917918807
Latin America and the Caribbean,brazil,Simões Filho,100,100,100.0,106245.473237851,25080.077586026993,23.60578462470622
Latin America and the Caribbean,brazil,Sinop,132,132,100.0,116279.357650739,410.240208816,0.35280570610667866
Latin America and the Caribbean,brazil,Sobradinho,138,138,100.0,143533.660028866,3006.612467868,2.0947089813381345
Latin America and the Caribbean,brazil,Sobral,146,146,100.0,137530.143380736,17544.117862057,12.756561893117624
Latin America and the Caribbean,brazil,Sorocaba,648,648,100.0,704159.388567792,8382.660780582,1.190449338129498
Latin America and the Caribbean,brazil,Sorriso,87,87,100.0,72844.165614816,3305.376888813,4.5376000410123565
Latin America and the Caribbean,brazil,Sumaré,295,295,100.0,282194.6516352539,2006.349472835,0.7109806869863268
Latin America and the Caribbean,brazil,São Borja,47,47,100.0,47494.25748573,0.0,0.0
Latin America and the Caribbean,brazil,São Carlos,256,256,100.0,228674.691638897,2850.5357994819997,1.2465462526930247
Latin America and the Caribbean,brazil,São Félix do Xingu,58,58,100.0,48987.92939165301,6648.311623465001,13.571326051183943
Latin America and the Caribbean,brazil,São José do Rio Preto,457,457,100.0,432608.67176560103,2623.323409928,0.6063963995963045
Latin America and the Caribbean,brazil,São José dos Pinhais,155,155,100.0,176587.89468219603,5011.583594748,2.8380108408718
Latin America and the Caribbean,brazil,São João da Boa Vista,74,74,100.0,78497.004991362,994.637916557,1.2671030145245061
Latin America and the Caribbean,brazil,São João del-Rei,71,71,100.0,75661.21145339,10887.549272088001,14.389869079475575
Latin America and the Caribbean,brazil,São Luís,1208,1208,100.0,1267159.3890674692,102533.125694355,8.091572897535125
Latin America and the Caribbean,brazil,São Mateus,61,61,100.0,63237.33488128001,5235.826479133,8.279644436253667
Latin America and the Caribbean,brazil,São Paulo,17108,17108,100.0,19229681.266238384,2020247.544759473,10.505881594129324
Latin America and the Caribbean,brazil,São Roque,55,55,100.0,55415.471465473995,1356.88648279,2.4485697710528243
Latin America and the Caribbean,brazil,São Sebastião,109,109,100.0,95023.714557244,10554.233240593,11.106946607770146
Latin America and the Caribbean,brazil,São Sebastião do Paraíso,72,72,100.0,57054.522006228,1401.913840767,2.4571476396103518
Latin America and the Caribbean,brazil,Tailândia,106,106,100.0,86467.557736022,16016.889073392,18.523582130410322
Latin America and the Caribbean,brazil,Tangará da Serra,75,75,100.0,65113.82964776,1016.66211829,1.561361271161194
Latin America and the Caribbean,brazil,Taquaralto,124,124,100.0,103491.02522308701,975.809310259,0.942892688670857
Latin America and the Caribbean,brazil,Tatuí,107,107,100.0,97072.639086336,707.684683146,0.7290259024652541
Latin America and the Caribbean,brazil,Taubaté,278,278,100.0,292070.41837126296,3210.497141753,1.0992202358788703
Latin America and the Caribbean,brazil,Teixeira de Freitas,180,180,100.0,159870.471973266,3113.1043501639997,1.9472666288772713
Latin America and the Caribbean,brazil,Telêmaco Borba,65,65,100.0,69072.902097957,2274.86552978,3.2934268876582857
Latin America and the Caribbean,brazil,Teresina,1082,1082,100.0,966800.013393023,11460.460128125,1.1854013207865046
Latin America and the Caribbean,brazil,Teresópolis,81,81,100.0,107008.603961716,6761.915318729,6.319038907514559
Latin America and the Caribbean,brazil,Teófilo Otoni,99,99,100.0,107285.620764844,22455.880134275,20.9309318193678
Latin America and the Caribbean,brazil,Toledo,108,108,100.0,102126.08500095001,460.765706326,0.45117337683287645
Latin America and the Caribbean,brazil,Tramandaí,57,57,100.0,53371.752491754996,795.031373728,1.4896107708863755
Latin America and the Caribbean,brazil,Trindade,73,73,100.0,65100.979661531,0.0,0.0
Latin America and the Caribbean,brazil,Três Corações,57,57,100.0,64844.631421989994,28238.45615789,43.547870561746805
Latin America and the Caribbean,brazil,Três Lagoas,118,118,100.0,104584.560878027,2748.633655105,2.6281447586806115
Latin America and the Caribbean,brazil,Três Rios,51,51,100.0,62536.49236686399,7274.807606427001,11.63289997742451
Latin America and the Caribbean,brazil,Tubarão,74,74,100.0,74773.46859192399,0.0,0.0
Latin America and the Caribbean,brazil,Tucuruí,101,101,100.0,103981.352796426,21051.299411511,20.245264026065417
Latin America and the Caribbean,brazil,Tupã,65,65,100.0,55040.524619546995,0.0,0.0
Latin America and the Caribbean,brazil,Uberaba,351,351,100.0,325216.870026154,12387.545615135003,3.8090107730693044
Latin America and the Caribbean,brazil,Uberlândia,773,773,100.0,650744.75181155,7909.829891104999,1.215504215606124
Latin America and the Caribbean,brazil,Ubá,70,70,100.0,89672.382314847,6580.278005395999,7.338132249338608
Latin America and the Caribbean,brazil,Umuarama,101,101,100.0,87856.04204299499,4872.516893191,5.5460236767853575
Latin America and the Caribbean,brazil,Unaí,66,66,100.0,60236.211501144004,761.570250337,1.2643063555259217
Latin America and the Caribbean,brazil,União da Vitória,59,59,100.0,60911.530704867,0.0,0.0
Latin America and the Caribbean,brazil,Uruguaiana,142,142,100.0,117049.198170447,25491.493491532005,21.778443500664824
Latin America and the Caribbean,brazil,Varginha,134,134,100.0,124243.70814645299,4906.539031862,3.9491247525213824
Latin America and the Caribbean,brazil,Vila Velha,1132,1132,100.0,1288786.2568323407,230189.14241542594,17.860924664202983
Latin America and the Caribbean,brazil,Vilhena,92,92,100.0,74502.30792897899,0.0,0.0
Latin America and the Caribbean,brazil,Vitória da Conquista,312,312,100.0,283251.412715849,9805.744189928002,3.4618518212881386
Latin America and the Caribbean,brazil,Vitória de Santo Antão,105,105,100.0,110954.932889279,20417.412091535996,18.401536155143603
Latin America and the Caribbean,brazil,Viçosa,61,61,100.0,61080.88916742901,5279.645845741999,8.643695135592978
Latin America and the Caribbean,brazil,Volta Redonda,293,293,100.0,397760.163810095,83574.99036249201,21.011402841837555
Latin America and the Caribbean,brazil,Votuporanga,94,94,100.0,80812.77547501198,642.184949048,0.7946577076127886
Latin America and the Caribbean,brazil,Águas Lindas de Goiás,226,226,100.0,191818.336547249,7013.380821652,3.656261934022378
Africa,burkina_faso,Banfora,155,155,100.0,151847.46459176502,96404.34641588,63.48762336931914
Africa,burkina_faso,Bobo-Dioulasso,1172,1172,100.0,1077438.0724110228,626921.211023951,58.18628718224763
Africa,burkina_faso,Dori,44,44,100.0,44743.891499629004,21382.206361021,47.787989923045224
Africa,burkina_faso,Dédougou,70,70,100.0,64724.040245911,39274.207814718,60.67947499182761
Africa,burkina_faso,Fada N'Gourma,100,100,100.0,98290.71951948,43898.438867018005,44.66183489308762
Africa,burkina_faso,Houndé,37,37,100.0,67619.53211589999,50634.522986462,74.88150450327628
Africa,burkina_faso,Kaya,69,69,100.0,90018.52111365901,57319.494657054,63.67522366278532
Africa,burkina_faso,Koudougou,129,129,100.0,129587.067292632,47348.43371745801,36.53793137438347
Africa,burkina_faso,Koupéla,33,33,100.0,29495.573068478,17928.2350695,60.7827996014085
Africa,burkina_faso,Leo,38,38,100.0,33069.871607632,15936.107202989002,48.189201917890735
Africa,burkina_faso,Niangoloko,67,67,100.0,64658.042085782,42620.458979634,65.91671755709726
Africa,burkina_faso,Nouna,46,46,100.0,38364.41132616199,20058.174897892008,52.28328600526096
Africa,burkina_faso,Ouagadougou,3215,3215,100.0,3033207.328460698,1849923.921229969,60.98903638640404
Africa,burkina_faso,Ouahigouya,81,81,100.0,73144.16077539201,42469.712861556,58.06302568973373
Africa,burkina_faso,Pouytenga,41,41,100.0,76886.278791441,70097.696229161,91.17061890757586
Africa,burkina_faso,Ziniaré,25,25,100.0,30405.94531618,8323.515260833,27.374630764739898
Africa,burundi,Bujumbura,997,997,100.0,1276238.060035303,798040.4757723289,62.53069084542532
Africa,burundi,Gatumba,21,21,100.0,26345.015098628002,14341.444160903,54.43703147336543
Africa,burundi,Gitega,108,108,100.0,153371.59716179303,67305.535639318,43.88396344879737
Africa,burundi,Ngozi,104,104,100.0,126534.535397851,40033.894872498,31.638710132868532
Africa,burundi,Nyanza Lac,47,47,100.0,47040.101769775996,24951.141850719996,53.04227863459151
Africa,burundi,Rumonge,71,71,100.0,84509.042959442,42916.059608259995,50.78280158592789
Asia,cambodia,Battambang,140,140,100.0,146288.427952177,0.0,0.0
Asia,cambodia,Kampong Cham,45,45,100.0,45014.81850274801,0.0,0.0
Asia,cambodia,Kampong Chhnang,31,31,100.0,38483.266409389995,0.0,0.0
Asia,cambodia,Phnom Penh,1566,1566,100.0,2225133.147101338,177854.53950784597,7.992984138478884
Asia,cambodia,Poipet,127,127,100.0,133179.11899976403,4405.061195266,3.3076215163082776
Asia,cambodia,Siem Reap,291,291,100.0,313888.29100628,0.0,0.0
Asia,cambodia,Sihanoukville,78,78,100.0,87641.756230602,0.0,0.0
Asia,cambodia,Sisophon,54,54,100.0,49331.773165402,0.0,0.0
Africa,cameroon,Bafia,57,57,100.0,83105.722279871,23970.707792244,28.843630901274214
Africa,cameroon,Bafoussam,255,255,100.0,298074.312104886,156543.927343903,52.518422751175734
Africa,cameroon,Bamenda,264,264,100.0,358673.02810962,16526.272452934,4.607615058214842
Africa,cameroon,Banki,99,99,100.0,107255.084731395,62511.038177457995,58.282587099723926
Africa,cameroon,Banyo,52,52,100.0,102060.63394969101,54631.202588295,53.5281826832709
Africa,cameroon,Batouri,70,70,100.0,80406.386298346,30252.888290741,37.62498189943318
Africa,cameroon,Bertoua,135,135,100.0,160470.86669574498,13921.398802586,8.67534343724906
Africa,cameroon,Douala,2828,2828,100.0,4147310.892037418,2644804.862609965,63.77156020996225
Africa,cameroon,Dschang,59,59,100.0,59532.89781144,10359.410055179,17.401152028565132
Africa,cameroon,Ebolowa,80,80,100.0,143338.75918663,26712.640135801998,18.636020213501077
Africa,cameroon,Edéa,38,38,100.0,85627.18123325202,5612.016410937999,6.55401279139463
Africa,cameroon,Foumban,103,103,100.0,159973.041037019,83348.63338211899,52.10167465831413
Africa,cameroon,Foumbot,45,45,100.0,50542.96631060099,22455.773024474005,44.42907621700882
Africa,cameroon,Gamboru,289,289,100.0,302355.120047638,216117.24838980898,71.47795226876208
Africa,cameroon,Garoua,603,603,100.0,681990.024843117,408790.697910051,59.94086174560809
Africa,cameroon,Garoua-Boulaï,53,53,100.0,60079.350968942,27571.236137205,45.891368153191166
Africa,cameroon,Guider,149,149,100.0,156430.437206521,102051.38344919602,65.23754920819329
Africa,cameroon,Kaele,91,91,100.0,94094.361517495,40005.142937225,42.51598320244389
Africa,cameroon,Kribi,61,61,100.0,119206.793871248,50280.150420358,42.17893023334241
Africa,cameroon,Kumba,202,202,100.0,284030.188686572,84854.97860204903,29.875337897862224
Africa,cameroon,Kumbo,105,105,100.0,115798.24577206599,35454.563603756,30.617530833363197
Africa,cameroon,Limbé,98,98,100.0,171878.14727304797,98666.520756145,57.40492454773906
Africa,cameroon,Mamfe,44,44,100.0,81677.75434028401,11693.338725172001,14.316430244219838
Africa,cameroon,Maroua,459,459,100.0,491480.11374531896,293312.288793169,59.67938083150218
Africa,cameroon,Mbalmayo,65,65,100.0,83369.880613168,31405.042899148004,37.66953085235399
Africa,cameroon,Mbouda,56,56,100.0,64452.70839375099,16926.061366957998,26.261210411134662
Africa,cameroon,Meiganga,75,75,100.0,97314.37762721899,45623.084530317,46.88216237181806
Africa,cameroon,Mokolo,145,145,100.0,143837.173113633,89236.86918936,62.04019952398665
Africa,cameroon,Mora,82,82,100.0,95791.05410817,47086.529784524,49.15545634496572
Africa,cameroon,Muyuka,31,31,100.0,38242.352486526,10978.418382105,28.707487035409358
Africa,cameroon,Ndop,50,50,100.0,59417.03374054101,8628.678090786001,14.522229649607269
Africa,cameroon,Ngaoundal,35,35,100.0,70593.96546825,36601.219828839,51.847519240579544
Africa,cameroon,Ngaoundéré,284,284,100.0,318399.674600093,204971.72716919798,64.3756082435199
Africa,cameroon,Nkambe,33,33,100.0,47242.738465088005,10044.552364869001,21.261579432555212
Africa,cameroon,Nkongsamba,112,112,100.0,159523.32131788897,91375.330075753,57.28023295958429
Africa,cameroon,Tiko,80,80,100.0,87366.97134597099,19128.094428079,21.893965343415914
Africa,cameroon,Wum,34,34,100.0,67374.849936632,21527.794298429,31.95227049659704
Africa,cameroon,Yagoua,95,95,100.0,104781.895275473,61093.68960486299,58.30557792855996
Africa,cameroon,Yaounde,2692,2692,100.0,5312352.5617554,3148447.074226515,59.26653093194082
Africa,cameroon,Yokadouma,33,33,100.0,53168.142710452,11320.561063908,21.292000221934707
Africa,central_african_republic,Badokwa,30,30,100.0,65389.03913698001,46633.97510796599,71.31772499405437
Africa,central_african_republic,Bambari,38,38,100.0,62648.071165601,30680.884143163,48.97338987829741
Africa,central_african_republic,Bangui,688,688,100.0,1261603.532323089,969245.370243004,76.82646294262167
Africa,central_african_republic,Bouar,34,34,100.0,71079.57450045699,22643.376035339003,31.856375329305635
Africa,central_african_republic,Bria,36,36,100.0,54011.616828936996,28470.792645952,52.7123502636911
Africa,central_african_republic,Carnot,42,42,100.0,87109.479742022,60983.882462026006,70.00831900572942
Africa,chad,Abéché,324,324,100.0,304865.061001944,124193.28809157599,40.737133892422015
Africa,chad,Bongor,112,112,100.0,111977.05919852,91622.788564083,81.82282087052165
Africa,chad,Doba,57,57,100.0,141421.12380334298,8151.175256434999,5.763760771530737
Africa,chad,Faya-Largeau,77,77,100.0,168874.282616037,104629.72496911699,61.95716917241306
Africa,chad,Gore,36,36,100.0,55071.10767056,12816.840112409001,23.273256439802186
Africa,chad,Koumra,156,156,100.0,152999.15890294098,21856.502419212,14.285374230767664
Africa,chad,Laï,35,35,100.0,64365.00980872599,17707.553363327,27.51114839560916
Africa,chad,Mao,51,51,100.0,56101.65549808001,16857.414441799,30.04798038869979
Africa,chad,Moundou,259,259,100.0,236648.359753852,108668.743784196,45.9199226638321
Africa,chad,N'Djamena,2175,2175,100.0,1929517.452655574,851990.175460899,44.15560866206803
Africa,chad,Pala,68,68,100.0,109474.27532500999,33561.358044388,30.656844217283187
Africa,chad,Sarh,261,261,100.0,241194.759250341,58298.76408381699,24.170825379877968
Africa,chad,كيلو Kelo,105,105,100.0,89168.847241457,39499.612685542,44.29754775070992
Latin America and the Caribbean,colombia,Aguachica,73,73,100.0,68779.92605498902,0.0,0.0
Latin America and the Caribbean,colombia,Apartadó,205,205,100.0,223694.11578356603,29482.539351303,13.179845722821188
Latin America and the Caribbean,colombia,Arauca,134,134,100.0,130386.995608627,4226.738950941,3.2416875097176794
Latin America and the Caribbean,colombia,Arjona,59,59,100.0,57774.092250170994,6825.1838545969995,11.81357177373358
Latin America and the Caribbean,colombia,Armenia,132,132,100.0,266004.97567086096,0.0,0.0
Latin America and the Caribbean,colombia,Barrancabermeja,138,138,100.0,167787.555915951,6936.611642552,4.134163350008342
Latin America and the Caribbean,colombia,Barranquilla,2101,2101,100.0,2174311.614106488,1073455.299390051,49.36989217303045
Latin America and the Caribbean,colombia,Bogota,7474,7474,100.0,10346691.894160766,603858.5155859459,5.836247196330819
Latin America and the Caribbean,colombia,Bucaramanga,770,770,100.0,1085489.833097252,193586.323593103,17.83400615008423
Latin America and the Caribbean,colombia,Buga,119,119,100.0,114619.946289511,0.0,0.0
Latin America and the Caribbean,colombia,Calarcá,39,39,100.0,41745.097644083,0.0,0.0
Latin America and the Caribbean,colombia,Caldas,42,42,100.0,63578.801267104005,7067.5204962259995,11.116158775209199
Latin America and the Caribbean,colombia,Cali,2461,2461,100.0,2655896.594401604,130435.02662906,4.911148532815831
Latin America and the Caribbean,colombia,Cartagena,745,745,100.0,951825.928431508,59210.070175304005,6.220682627639165
Latin America and the Caribbean,colombia,Cartago,107,107,100.0,119589.68965263199,1133.992385972,0.9482359133683416
Latin America and the Caribbean,colombia,Caucasia,64,64,100.0,72713.726807713,5328.7340869849995,7.328374326179857
Latin America and the Caribbean,colombia,Cereté,48,48,100.0,48909.611348673,0.0,0.0
Latin America and the Caribbean,colombia,Chigorodó,58,58,100.0,53945.471612466004,1852.844585149,3.434661946158304
Latin America and the Caribbean,colombia,Chiquinquirá,58,58,100.0,56080.925184002,0.0,0.0
Latin America and the Caribbean,colombia,Chía,155,155,100.0,238697.978380376,4116.309571848,1.7244844718745271
Latin America and the Caribbean,colombia,Ciénaga,104,104,100.0,110089.12454059001,7085.634431941,6.4362710317752745
Latin America and the Caribbean,colombia,Cúcuta,602,602,100.0,688612.6678697821,167694.881437245,24.35256992236402
Latin America and the Caribbean,colombia,Duitama,70,70,100.0,73117.05777273398,0.0,0.0
Latin America and the Caribbean,colombia,El Carmen de Bolívar,45,45,100.0,42364.76865727,24273.749858616997,57.29701973588261
Latin America and the Caribbean,colombia,Facatativá,83,83,100.0,104012.276004265,2436.1843131719997,2.3422084457339483
Latin America and the Caribbean,colombia,Florencia,155,155,100.0,201353.89941575303,5153.439826978,2.5593941025881213
Latin America and the Caribbean,colombia,Fundación,58,58,100.0,57344.533587942,7133.134355773999,12.439083395516366
Latin America and the Caribbean,colombia,Fusagasugá,81,81,100.0,97167.740516742,0.0,0.0
Latin America and the Caribbean,colombia,Garzón,64,64,100.0,66046.857359647,794.587752546,1.2030667079573625
Latin America and the Caribbean,colombia,Granada,41,41,100.0,45591.985566926,0.0,0.0
Latin America and the Caribbean,colombia,Ibagué,329,329,100.0,416856.328710512,32238.624612166997,7.733749589910934
Latin America and the Caribbean,colombia,Ipiales,99,99,100.0,106396.36882443601,0.0,0.0
Latin America and the Caribbean,colombia,Jamundí,106,106,100.0,101038.980388274,0.0,0.0
Latin America and the Caribbean,colombia,La Dorada,80,80,100.0,77289.78471379101,1918.606569689,2.48235465630254
Latin America and the Caribbean,colombia,Lorica,63,63,100.0,63259.899456103005,19300.8225104,30.510359131685206
Latin America and the Caribbean,colombia,Magangué,66,66,100.0,72388.774691468,12550.424681948,17.337528830180954
Latin America and the Caribbean,colombia,Maicao,160,160,100.0,142174.460040323,42770.622495886,30.08319671743824
Latin America and the Caribbean,colombia,Manizales,328,328,100.0,427506.451251622,31418.642267713,7.349279098766301
Latin America and the Caribbean,colombia,Manuela,54,54,100.0,50039.920052203,0.0,0.0
Latin America and the Caribbean,colombia,Medellín,2402,2402,100.0,3199135.315961638,552091.431251496,17.257520446131586
Latin America and the Caribbean,colombia,Montelíbano,65,65,100.0,74810.974679766,1961.7536999099998,2.6222806323636787
Latin America and the Caribbean,colombia,Montería,342,342,100.0,336159.308590907,1184.26010346,0.35229133128102635
Latin America and the Caribbean,colombia,Morroa,49,49,100.0,48956.938800575,674.993156552,1.378748698527842
Latin America and the Caribbean,colombia,Neiva,317,317,100.0,330544.14538626,2632.7823957419996,0.7964994789623154
Latin America and the Caribbean,colombia,Ocaña,84,84,100.0,86280.174791329,0.0,0.0
Latin America and the Caribbean,colombia,Orito,37,37,100.0,48754.318373197,4695.290760026999,9.630512571391554
Latin America and the Caribbean,colombia,Palmira,208,208,100.0,195435.699248391,0.0,0.0
Latin America and the Caribbean,colombia,Pamplona,39,39,100.0,41657.418706330995,3911.107967827,9.388742964125617
Latin America and the Caribbean,colombia,Pasto,304,304,100.0,336937.172289802,25573.347601245,7.589945457026983
Latin America and the Caribbean,colombia,Pereira,436,436,100.0,590521.7662881531,0.0,0.0
Latin America and the Caribbean,colombia,Piedecuesta,105,105,100.0,127213.57392977801,2331.342030269,1.8326204965799504
Latin America and the Caribbean,colombia,Pitalito,83,83,100.0,77842.033123363,0.0,0.0
Latin America and the Caribbean,colombia,Planeta Rica,50,50,100.0,44645.211965855,2933.509703118,6.570715142671
Latin America and the Caribbean,colombia,Playa Blanca,50,50,100.0,67824.90750601901,8354.134837678,12.31720785898105
Latin America and the Caribbean,colombia,Popayán,245,245,100.0,282437.51739965804,0.0,0.0
Latin America and the Caribbean,colombia,Puerto Asís,45,45,100.0,45739.82075183499,11268.761014765,24.636653204009157
Latin America and the Caribbean,colombia,Puerto Boyacá,43,43,100.0,50564.288893893005,519.726544181,1.0278529680732265
Latin America and the Caribbean,colombia,Quibdó,54,54,100.0,101750.98163545401,3624.0890333079997,3.561723901880496
Latin America and the Caribbean,colombia,Riohacha,281,281,100.0,250583.50270649898,143147.440691825,57.12564440424849
Latin America and the Caribbean,colombia,Rionegro,47,47,100.0,52830.046795892,0.0,0.0
Latin America and the Caribbean,colombia,Sabanalarga,74,74,100.0,68701.16335228,13097.036893819,19.06377745986793
Latin America and the Caribbean,colombia,Sahagún,281,281,100.0,269694.142398234,173975.911454283,64.50859848390323
Latin America and the Caribbean,colombia,San Andrés,39,39,100.0,59072.823153586,11065.810096667,18.732488995652908
