Region,Country,City,Population,SizeClass
Latin America and the Caribbean,argentina,Gualeguaychu,61190.495402135,Small
Latin America and the Caribbean,argentina,Junín,81125.27043732902,Small
Latin America and the Caribbean,argentina,La Plata,749678.544996018,Medium
Latin America and the Caribbean,argentina,La Rioja,207839.44880498498,Small
Latin America and the Caribbean,argentina,Libertador Gral. San Martín,48926.94657100899,Small
Latin America and the Caribbean,argentina,Luján,64487.974781737,Small
Latin America and the Caribbean,argentina,Mar del Plata,635167.242395018,Medium
Latin America and the Caribbean,argentina,Mendoza,1027446.128946508,Large
Latin America and the Caribbean,argentina,Necochea,75821.60292884901,Small
Latin America and the Caribbean,argentina,Neuquén,220640.189322948,Small
Latin America and the Caribbean,argentina,Oberá,78621.219770856,Small
Latin America and the Caribbean,argentina,Olavarría,71087.104005815,Small
Latin America and the Caribbean,argentina,Paraná,211554.521722157,Small
Latin America and the Caribbean,argentina,Pergamino,88666.95124023201,Small
Latin America and the Caribbean,argentina,Pilar,103005.438905953,Small
Latin America and the Caribbean,argentina,Posadas,377392.94657256396,Small
Latin America and the Caribbean,argentina,Presidencia Roque Sáenz Peña,90496.253887816,Small
Latin America and the Caribbean,argentina,Puerto Madryn,100458.22395852699,Small
Latin America and the Caribbean,argentina,Rafaela,78866.374270853,Small
Latin America and the Caribbean,argentina,Reconquista,100683.46601868002,Small
Latin America and the Caribbean,argentina,Resistencia,416199.394534081,Small
Latin America and the Caribbean,argentina,Rosario,1303938.794563945,Large
Latin America and the Caribbean,argentina,Río Cuarto,133546.498436199,Small
Latin America and the Caribbean,argentina,Río Gallegos,134824.973186975,Small
Latin America and the Caribbean,argentina,Salta,525431.117730786,Medium
Latin America and the Caribbean,argentina,San Carlos de Bariloche,102861.017434542,Small
Latin America and the Caribbean,argentina,San Fernando del Valle de Catamarca,177693.60515196197,Small
Latin America and the Caribbean,argentina,San Francisco,56929.367070205015,Small
Latin America and the Caribbean,argentina,San Juan,445470.62181596196,Small
Latin America and the Caribbean,argentina,San Luis,189285.889490411,Small
Latin America and the Caribbean,argentina,San Martín,81636.27593964101,Small
Latin America and the Caribbean,argentina,San Miguel de Tucumán,976608.357180053,Medium
Latin America and the Caribbean,argentina,San Nicolás de los Arroyos,132244.933666142,Small
Latin America and the Caribbean,argentina,San Pedro,51931.771172429995,Small
Latin America and the Caribbean,argentina,San Rafael,121172.95202017401,Small
Latin America and the Caribbean,argentina,San Ramón de la Nueva Orán,90448.42341703901,Small
Latin America and the Caribbean,argentina,San Salvador de Jujuy,199397.18830587802,Small
Latin America and the Caribbean,argentina,Santa Fe,369831.208033158,Small
Latin America and the Caribbean,argentina,Santa Rosa,115680.353673085,Small
Latin America and the Caribbean,argentina,Santiago del Estero,359913.12703331903,Small
Latin America and the Caribbean,argentina,Santo Tomé,61616.128356964,Small
Latin America and the Caribbean,argentina,Tandil,106805.41503068598,Small
Latin America and the Caribbean,argentina,Tartagal,47839.248766669996,Small
Latin America and the Caribbean,argentina,Trelew,115997.891703782,Small
Latin America and the Caribbean,argentina,Tristán Suárez,73767.89822975402,Small
Latin America and the Caribbean,argentina,Venado Tuerto,60252.100044235995,Small
Latin America and the Caribbean,argentina,Viedma,71177.19233398302,Small
Latin America and the Caribbean,argentina,Villa Carlos Paz,57946.602783275,Small
Latin America and the Caribbean,argentina,Villa María,86774.150461331,Small
Latin America and the Caribbean,argentina,Villa Mercedes,91777.691697076,Small
Latin America and the Caribbean,argentina,Yacuiba,107317.967346367,Small
Latin America and the Caribbean,argentina,Zárate,83341.84635297599,Small
Asia,cambodia,Battambang,146288.427952177,Small
Asia,cambodia,Kampong Cham,45014.81850274801,Small
Asia,cambodia,Kampong Chhnang,38483.266409389995,Small
Asia,cambodia,Phnom Penh,2225133.147101338,Large
Asia,cambodia,Poipet,133179.11899976403,Small
Asia,cambodia,Siem Reap,313888.29100628,Small
Asia,cambodia,Sihanoukville,87641.756230602,Small
Asia,cambodia,Sisophon,49331.773165402,Small
Africa,central_african_republic,Badokwa,65389.03913698001,Small
Africa,central_african_republic,Bambari,62648.071165601,Small
Africa,central_african_republic,Bangui,1261603.532323089,Large
Africa,central_african_republic,Bouar,71079.57450045699,Small
Africa,central_african_republic,Bria,54011.616828936996,Small
Africa,central_african_republic,Carnot,87109.479742022,Small
Asia,bangladesh,Alamdanga,96517.924599109,Small
Asia,bangladesh,Alampur,53648.315663971,Small
Asia,bangladesh,Bagerhat,142865.368864099,Small
Asia,bangladesh,Baneshwar,76101.608087384,Small
Asia,bangladesh,Barisal,443259.58881971,Small
Asia,bangladesh,Barkhada,471493.036005598,Small
Asia,bangladesh,Beanibazar,146623.299798009,Small
Asia,bangladesh,Benapole,71945.048472002,Small
Asia,bangladesh,Bhaluka,118572.406546644,Small
Asia,bangladesh,Bhola,230861.877776234,Small
Asia,bangladesh,Bholarhat,76357.26007674,Small
Asia,bangladesh,Bodorganj,56375.942791221,Small
Asia,bangladesh,Bogra,218433.58667434403,Small
Asia,bangladesh,Bogura,1271776.432157376,Large
Asia,bangladesh,Brahmanbaria,2059668.501029281,Large
Asia,bangladesh,Burimari,60694.03345039401,Small
Asia,bangladesh,Chakaria,154991.79192709798,Small
Asia,bangladesh,Chapainawabganj,582422.194105692,Medium
Asia,bangladesh,Chattogram,5720349.9873252455,Very large
Asia,bangladesh,Chuadanga,130640.561036895,Small
Asia,bangladesh,Comilla,6140056.085092329,Very large
Asia,bangladesh,Dhaka,30900264.22872728,Megacity
Asia,bangladesh,Dinajpur,408192.823120901,Small
Asia,bangladesh,Faridpur,375554.514884399,Small
Asia,bangladesh,Feni,434456.11780217005,Small
Asia,bangladesh,Gafargaon,223838.716991327,Small
Asia,bangladesh,Gaibandha,249219.258429631,Small
Asia,bangladesh,Gazaria,56592.473610391,Small
Asia,bangladesh,Godagari,85886.38225588099,Small
Asia,bangladesh,Gopalganj,176939.909866481,Small
Asia,bangladesh,Habiganj,222606.550866281,Small
Asia,bangladesh,Homna,544791.368932914,Medium
Asia,bangladesh,Ishurdi,118222.05391376001,Small
Asia,bangladesh,Jaigir,72932.35835749199,Small
Asia,bangladesh,Jamalpur,736950.8495091059,Medium
Asia,bangladesh,Jessore,550940.2879813199,Medium
Asia,bangladesh,Jhenaidah,210933.45507099497,Small
Asia,bangladesh,Joypurhat,124339.294732163,Small
Asia,bangladesh,Khagrachhari,72366.69830731,Small
Asia,bangladesh,Khulna,1111422.934769247,Large
Asia,bangladesh,Kishoreganj,821332.226366923,Medium
Asia,bangladesh,Kotchadpur,46113.605361235,Small
Asia,bangladesh,Lakshmipur,946334.985345757,Medium
Asia,bangladesh,Madaripur,232549.196392117,Small
Asia,bangladesh,Magura,173047.10659928498,Small
Asia,bangladesh,Manikgonj,280654.745509251,Small
Asia,bangladesh,Meherpur,104294.466123815,Small
Asia,bangladesh,Moulvibazar,339563.6610087609,Small
Asia,bangladesh,Muktagacha,286496.561591881,Small
Asia,bangladesh,Mymensingh,731212.9984854469,Medium
Asia,bangladesh,N/A,348888.988670903,Small
Asia,bangladesh,Nabinagar,158318.50222467503,Small
Asia,bangladesh,Naogaon,443625.66455299396,Small
Asia,bangladesh,Netrokona,229257.789897018,Small
Asia,bangladesh,Nilphamari,150729.82875132302,Small
Asia,bangladesh,Pabna,504752.7290978161,Medium
Asia,bangladesh,Rajshahi,888386.443859221,Medium
Asia,bangladesh,Rampur,40586.917344241,Small
Asia,bangladesh,Raujan,111721.54577045,Small
Asia,bangladesh,Saidpur,259136.67565488,Small
Asia,bangladesh,Shahbazpur Town,58833.363899749995,Small
Asia,bangladesh,Shariatpur,116012.91294844,Small
Asia,bangladesh,Shibpur,67984.282179698,Small
Asia,bangladesh,Sirajganj,1864003.275392458,Large
Asia,bangladesh,Sreemangal,261619.46499807,Small
Asia,bangladesh,Sunamganj District,244196.46967490102,Small
Asia,bangladesh,Sylhet,1413280.962805013,Large
Asia,bangladesh,Tangail,990822.0182642319,Medium
Asia,bangladesh,Tarail,86579.22614407098,Small
Asia,bangladesh,Thakurgaon,259226.796670848,Small
Asia,bangladesh,Trishal,190877.16780102902,Small
Asia,bangladesh,Ulipur,183555.27451820302,Small
Asia,bangladesh,কালীগঞ্জ,72106.069095661,Small
Asia,bangladesh,নাটোর,234237.358791455,Small
Asia,bangladesh,রামু Ramu,402275.819360042,Small
Africa,chad,Abéché,304865.061001944,Small
Africa,chad,Bongor,111977.05919852,Small
Africa,chad,Doba,141421.12380334298,Small
Africa,chad,Faya-Largeau,168874.282616037,Small
Africa,chad,Gore,55071.10767056,Small
Africa,chad,Koumra,152999.15890294098,Small
Africa,chad,Laï,64365.00980872599,Small
Africa,chad,Mao,56101.65549808001,Small
Africa,chad,Moundou,236648.359753852,Small
Africa,chad,N'Djamena,1929517.452655574,Large
Africa,chad,Pala,109474.27532500999,Small
Africa,chad,Sarh,241194.759250341,Small
Africa,chad,كيلو Kelo,89168.847241457,Small
Africa,comoros,Fomboni,231532.306414418,Small
Africa,comoros,Moroni,163186.92852253403,Small
Africa,cameroon,Bafia,83105.722279871,Small
Africa,cameroon,Bafoussam,298074.312104886,Small
Africa,cameroon,Bamenda,358673.02810962,Small
Africa,cameroon,Banki,107255.084731395,Small
Africa,cameroon,Banyo,102060.63394969101,Small
Africa,cameroon,Batouri,80406.386298346,Small
Africa,cameroon,Bertoua,160470.86669574498,Small
Africa,cameroon,Douala,4147310.892037418,Large
Africa,cameroon,Dschang,59532.89781144,Small
Africa,cameroon,Ebolowa,143338.75918663,Small
Africa,cameroon,Edéa,85627.18123325202,Small
Africa,cameroon,Foumban,159973.041037019,Small
Africa,cameroon,Foumbot,50542.96631060099,Small
Africa,cameroon,Gamboru,302355.120047638,Small
Africa,cameroon,Garoua,681990.024843117,Medium
Africa,cameroon,Garoua-Boulaï,60079.350968942,Small
Africa,cameroon,Guider,156430.437206521,Small
Africa,cameroon,Kaele,94094.361517495,Small
Africa,cameroon,Kribi,119206.793871248,Small
Africa,cameroon,Kumba,284030.188686572,Small
Africa,cameroon,Kumbo,115798.24577206599,Small
Africa,cameroon,Limbé,171878.14727304797,Small
Africa,cameroon,Mamfe,81677.75434028401,Small
Africa,cameroon,Maroua,491480.11374531896,Small
Africa,cameroon,Mbalmayo,83369.880613168,Small
Africa,cameroon,Mbouda,64452.70839375099,Small
Africa,cameroon,Meiganga,97314.37762721899,Small
Africa,cameroon,Mokolo,143837.173113633,Small
Africa,cameroon,Mora,95791.05410817,Small
Africa,cameroon,Muyuka,38242.352486526,Small
Africa,cameroon,Ndop,59417.03374054101,Small
Africa,cameroon,Ngaoundal,70593.96546825,Small
Africa,cameroon,Ngaoundéré,318399.674600093,Small
Africa,cameroon,Nkambe,47242.738465088005,Small
Africa,cameroon,Nkongsamba,159523.32131788897,Small
Africa,cameroon,Tiko,87366.97134597099,Small
Africa,cameroon,Wum,67374.849936632,Small
Africa,cameroon,Yagoua,104781.895275473,Small
Africa,cameroon,Yaounde,5312352.5617554,Very large
Africa,cameroon,Yokadouma,53168.142710452,Small
Latin America and the Caribbean,costa_rica,Barranca,61898.281128905,Small
Latin America and the Caribbean,costa_rica,Cartago,225003.982315977,Small
Latin America and the Caribbean,costa_rica,San José,2173080.621078969,Large
Latin America and the Caribbean,cuba,Baracoa,61861.766908888996,Small
Latin America and the Caribbean,cuba,Bayamo,206931.561202171,Small
Latin America and the Caribbean,cuba,Camagüey,293334.022684154,Small
Latin America and the Caribbean,cuba,Ciego de Ávila,117464.54665524699,Small
Latin America and the Caribbean,cuba,Cienfuegos,137774.413308591,Small
Latin America and the Caribbean,cuba,Contramaestre,73624.146753976,Small
Latin America and the Caribbean,cuba,Guantanamo,202463.09268069197,Small
Latin America and the Caribbean,cuba,Havana,1868624.191569631,Large
Latin America and the Caribbean,cuba,Holguín,325877.868614404,Small
Latin America and the Caribbean,cuba,Las Tunas,192140.05680341797,Small
Latin America and the Caribbean,cuba,Managua,116618.084346938,Small
Latin America and the Caribbean,cuba,Manzanillo,113576.89909385098,Small
Latin America and the Caribbean,cuba,Matanzas,154475.082121561,Small
Latin America and the Caribbean,cuba,Nuevitas,58627.010895618,Small
Latin America and the Caribbean,cuba,Palma Soriano,106290.76180030999,Small
Latin America and the Caribbean,cuba,Pinar del Rio,161208.69543422502,Small
Latin America and the Caribbean,cuba,Sancti Spiritus,112200.70387689499,Small
Latin America and the Caribbean,cuba,Santa Clara,225084.15267644002,Small
Latin America and the Caribbean,cuba,Santiago de Cuba,492208.83474325004,Small
Africa,djibouti,Djibouti,420632.270088937,Small
Africa,cote_d_ivoire,Abengourou,120699.939186665,Small
Africa,cote_d_ivoire,Abidjan,6246099.438465882,Very large
Africa,cote_d_ivoire,Aboisso,55734.712624691994,Small
Africa,cote_d_ivoire,Adzopé,76782.882515623,Small
Africa,cote_d_ivoire,Agboville,64984.31103175999,Small
Africa,cote_d_ivoire,Agnibilékrou,53995.157596162004,Small
Africa,cote_d_ivoire,Bondoukou,99914.442084891,Small
Africa,cote_d_ivoire,Bonon,91045.4083274,Small
Africa,cote_d_ivoire,Bouaflé,139965.617578073,Small
Africa,cote_d_ivoire,Bouaké,641715.322978571,Medium
Africa,cote_d_ivoire,Dabou,65673.56890612701,Small
Africa,cote_d_ivoire,Daloa,284023.441822435,Small
Africa,cote_d_ivoire,Danané,95893.88128165701,Small
Africa,cote_d_ivoire,Daoukro,60263.72237899498,Small
Africa,cote_d_ivoire,Divo,164929.506090366,Small
Africa,cote_d_ivoire,Diégonéfla,66364.948503291,Small
Africa,cote_d_ivoire,Duekoue,159666.970599034,Small
Africa,cote_d_ivoire,Ferkéssédougou,95655.809100515,Small
Africa,cote_d_ivoire,Gagnoa,203652.21570577798,Small
Africa,cote_d_ivoire,Grand-Bassam,58592.369988382,Small
Africa,cote_d_ivoire,Guiglo,79841.333294195,Small
Africa,cote_d_ivoire,Issia,74298.437002687,Small
Africa,cote_d_ivoire,Korhogo,309186.379823584,Small
Africa,cote_d_ivoire,Lakota,42229.455433179995,Small
Africa,cote_d_ivoire,Man,200553.87330239898,Small
Africa,cote_d_ivoire,Méagui,111385.35739298198,Small
Africa,cote_d_ivoire,Ouangolodougou,50456.957625244,Small
Africa,cote_d_ivoire,Oumé,68762.910460955,Small
Africa,cote_d_ivoire,San-Pédro,242121.250323952,Small
Africa,cote_d_ivoire,Sinfra,115797.09890140899,Small
Africa,cote_d_ivoire,Soubré,130242.84237897501,Small
Africa,cote_d_ivoire,Tengréla,60122.01970622499,Small
Africa,cote_d_ivoire,Vavoua,82148.263384344,Small
Africa,cote_d_ivoire,Yamoussoukro,226214.91469028598,Small
Latin America and the Caribbean,dominican_republic,Azua,66412.097820831,Small
Latin America and the Caribbean,dominican_republic,Baní,122693.94839581501,Small
Latin America and the Caribbean,dominican_republic,Barahona,69416.620585986,Small
Latin America and the Caribbean,dominican_republic,Bonao,91882.441927694,Small
Latin America and the Caribbean,dominican_republic,Higüey,140690.93280481,Small
Latin America and the Caribbean,dominican_republic,La Romana,253028.87953949202,Small
Latin America and the Caribbean,dominican_republic,La Vega,124055.035059018,Small
Latin America and the Caribbean,dominican_republic,Mao,72978.806467009,Small
Latin America and the Caribbean,dominican_republic,Moca,95148.31719059,Small
Latin America and the Caribbean,dominican_republic,Puerto Plata,130868.28773818498,Small
Latin America and the Caribbean,dominican_republic,San Cristóbal,180821.87519994998,Small
Latin America and the Caribbean,dominican_republic,San Francisco de Macoris,143013.719335006,Small
Latin America and the Caribbean,dominican_republic,San Juan de la Maguana,62530.81004355099,Small
Latin America and the Caribbean,dominican_republic,San Pedro de Macorís,241349.013510849,Small
Latin America and the Caribbean,dominican_republic,Santiago de los Caballeros,740014.1510276659,Medium
Latin America and the Caribbean,dominican_republic,Santo Domingo,4606975.496288029,Large
Latin America and the Caribbean,colombia,Aguachica,68779.92605498902,Small
Latin America and the Caribbean,colombia,Apartadó,223694.11578356603,Small
Latin America and the Caribbean,colombia,Arauca,130386.995608627,Small
Latin America and the Caribbean,colombia,Arjona,57774.092250170994,Small
Latin America and the Caribbean,colombia,Armenia,266004.97567086096,Small
Latin America and the Caribbean,colombia,Barrancabermeja,167787.555915951,Small
Latin America and the Caribbean,colombia,Barranquilla,2174311.614106488,Large
Latin America and the Caribbean,colombia,Bogota,10346691.894160766,Megacity
Latin America and the Caribbean,colombia,Bucaramanga,1085489.833097252,Large
Latin America and the Caribbean,colombia,Buga,114619.946289511,Small
Latin America and the Caribbean,colombia,Calarcá,41745.097644083,Small
Latin America and the Caribbean,colombia,Caldas,63578.801267104005,Small
Latin America and the Caribbean,colombia,Cali,2655896.594401604,Large
Latin America and the Caribbean,colombia,Cartagena,951825.928431508,Medium
Latin America and the Caribbean,colombia,Cartago,119589.68965263199,Small
Latin America and the Caribbean,colombia,Caucasia,72713.726807713,Small
Latin America and the Caribbean,colombia,Cereté,48909.611348673,Small
Latin America and the Caribbean,colombia,Chigorodó,53945.471612466004,Small
Latin America and the Caribbean,colombia,Chiquinquirá,56080.925184002,Small
Latin America and the Caribbean,colombia,Chía,238697.978380376,Small
Latin America and the Caribbean,colombia,Ciénaga,110089.12454059001,Small
Latin America and the Caribbean,colombia,Cúcuta,688612.6678697821,Medium
Latin America and the Caribbean,colombia,Duitama,73117.05777273398,Small
Latin America and the Caribbean,colombia,El Carmen de Bolívar,42364.76865727,Small
Latin America and the Caribbean,colombia,Facatativá,104012.276004265,Small
Latin America and the Caribbean,colombia,Florencia,201353.89941575303,Small
Latin America and the Caribbean,colombia,Fundación,57344.533587942,Small
Latin America and the Caribbean,colombia,Fusagasugá,97167.740516742,Small
Latin America and the Caribbean,colombia,Garzón,66046.857359647,Small
Latin America and the Caribbean,colombia,Granada,45591.985566926,Small
Latin America and the Caribbean,colombia,Ibagué,416856.328710512,Small
Latin America and the Caribbean,colombia,Ipiales,106396.36882443601,Small
Latin America and the Caribbean,colombia,Jamundí,101038.980388274,Small
Latin America and the Caribbean,colombia,La Dorada,77289.78471379101,Small
Latin America and the Caribbean,colombia,Lorica,63259.899456103005,Small
Latin America and the Caribbean,colombia,Magangué,72388.774691468,Small
Latin America and the Caribbean,colombia,Maicao,142174.460040323,Small
Latin America and the Caribbean,colombia,Manizales,427506.451251622,Small
Latin America and the Caribbean,colombia,Manuela,50039.920052203,Small
Latin America and the Caribbean,colombia,Medellín,3199135.315961638,Large
Latin America and the Caribbean,colombia,Montelíbano,74810.974679766,Small
Latin America and the Caribbean,colombia,Montería,336159.308590907,Small
Latin America and the Caribbean,colombia,Morroa,48956.938800575,Small
Latin America and the Caribbean,colombia,Neiva,330544.14538626,Small
Latin America and the Caribbean,colombia,Ocaña,86280.174791329,Small
Latin America and the Caribbean,colombia,Orito,48754.318373197,Small
Latin America and the Caribbean,colombia,Palmira,195435.699248391,Small
Latin America and the Caribbean,colombia,Pamplona,41657.418706330995,Small
Latin America and the Caribbean,colombia,Pasto,336937.172289802,Small
Latin America and the Caribbean,colombia,Pereira,590521.7662881531,Medium
Latin America and the Caribbean,colombia,Piedecuesta,127213.57392977801,Small
Latin America and the Caribbean,colombia,Pitalito,77842.033123363,Small
Latin America and the Caribbean,colombia,Planeta Rica,44645.211965855,Small
Latin America and the Caribbean,colombia,Playa Blanca,67824.90750601901,Small
Latin America and the Caribbean,colombia,Popayán,282437.51739965804,Small
Latin America and the Caribbean,colombia,Puerto Asís,45739.82075183499,Small
Latin America and the Caribbean,colombia,Puerto Boyacá,50564.288893893005,Small
Latin America and the Caribbean,colombia,Quibdó,101750.98163545401,Small
Latin America and the Caribbean,colombia,Riohacha,250583.50270649898,Small
Latin America and the Caribbean,colombia,Rionegro,52830.046795892,Small
Latin America and the Caribbean,colombia,Sabanalarga,68701.16335228,Small
Latin America and the Caribbean,colombia,Sahagún,269694.142398234,Small
Latin America and the Caribbean,colombia,San Andrés,59072.823153586,Small
Latin America and the Caribbean,colombia,San José del Guaviare,60316.929467564994,Small
Latin America and the Caribbean,colombia,San Vicente del Caguán,46715.230145481,Small
Latin America and the Caribbean,colombia,Santa Marta,410470.86712321104,Small
Latin America and the Caribbean,colombia,Santa Rosa de Cabal,55969.406364401,Small
Latin America and the Caribbean,colombia,Santander de Quilichao,61793.593553422,Small
Latin America and the Caribbean,colombia,Saravena,40100.387202121,Small
Latin America and the Caribbean,colombia,Sincelejo,294641.598356756,Small
Latin America and the Caribbean,colombia,Tierralta,68488.66307977801,Small
Latin America and the Caribbean,colombia,Tuluá,245274.82018902196,Small
Latin America and the Caribbean,colombia,Tunja,193870.35081186972,Small
Latin America and the Caribbean,colombia,Turbaco,65279.465170448995,Small
Latin America and the Caribbean,colombia,Valledupar,570933.700662278,Medium
Latin America and the Caribbean,colombia,Villa del Rosario,191175.570903679,Small
Latin America and the Caribbean,colombia,Villavicencio,292986.731415314,Small
Latin America and the Caribbean,colombia,Yopal,198688.126466189,Small
Latin America and the Caribbean,colombia,Zipaquirá,129925.05828769598,Small
Africa,democratic_republic_of_the_congo,Aketi,69056.48039674199,Small
Africa,democratic_republic_of_the_congo,Ariwara,63898.894848656004,Small
Africa,democratic_republic_of_the_congo,Aru,60032.039950383,Small
Africa,democratic_republic_of_the_congo,Bandundu,169542.78693407803,Small
Africa,democratic_republic_of_the_congo,Baraka,145703.34945983504,Small
Africa,democratic_republic_of_the_congo,Basankusu,129239.534717175,Small
Africa,democratic_republic_of_the_congo,Bena Tshishimbi,38959.906954521,Small
Africa,democratic_republic_of_the_congo,Beni,1812801.846774585,Large
Africa,democratic_republic_of_the_congo,Boende,129936.13185419298,Small
Africa,democratic_republic_of_the_congo,Boma,170062.660884356,Small
Africa,democratic_republic_of_the_congo,Bondo,66746.218723748,Small
Africa,democratic_republic_of_the_congo,Bukavu,807122.818950923,Medium
Africa,democratic_republic_of_the_congo,Bumba,181558.07282118197,Small
Africa,democratic_republic_of_the_congo,Bunia,408343.63619387196,Small
Africa,democratic_republic_of_the_congo,Buta,189934.46957057097,Small
Africa,democratic_republic_of_the_congo,Butembo,400016.699058488,Small
Africa,democratic_republic_of_the_congo,Demba,230094.811133994,Small
Africa,democratic_republic_of_the_congo,Dilolo,180432.753205248,Small
Africa,democratic_republic_of_the_congo,Dungu,83200.26739767,Small
Africa,democratic_republic_of_the_congo,Elila,53959.322894,Small
Africa,democratic_republic_of_the_congo,Fungurume,234278.133931383,Small
Africa,democratic_republic_of_the_congo,Gemena,406738.7899569629,Small
Africa,democratic_republic_of_the_congo,Goma,840212.824509904,Medium
Africa,democratic_republic_of_the_congo,Idiofa,116180.713046253,Small
Africa,democratic_republic_of_the_congo,Ilebo,291201.492800318,Small
Africa,democratic_republic_of_the_congo,Isiro,133014.00447532,Small
Africa,democratic_republic_of_the_congo,Kabalo,103213.969285714,Small
Africa,democratic_republic_of_the_congo,Kabinda,221859.510554605,Small
Africa,democratic_republic_of_the_congo,Kabondo-Dianda,211645.91290281602,Small
Africa,democratic_republic_of_the_congo,Kabongo,323453.93914014,Small
Africa,democratic_republic_of_the_congo,Kahinda,73166.03797847501,Small
Africa,democratic_republic_of_the_congo,Kakanda,110451.85559023698,Small
Africa,democratic_republic_of_the_congo,Kakenge,85177.65552904,Small
Africa,democratic_republic_of_the_congo,Kalemie,796188.026837622,Medium
Africa,democratic_republic_of_the_congo,Kalimva,96427.14622958598,Small
Africa,democratic_republic_of_the_congo,Kambove,271938.98483060003,Small
Africa,democratic_republic_of_the_congo,Kamina,673723.124307839,Medium
Africa,democratic_republic_of_the_congo,Kamituga,213503.598065174,Small
Africa,democratic_republic_of_the_congo,Kananga,1494447.085084019,Large
Africa,democratic_republic_of_the_congo,Kanyama,172222.869131983,Small
Africa,democratic_republic_of_the_congo,Kasaji,310354.162260045,Small
Africa,democratic_republic_of_the_congo,Kasenga,172164.619168708,Small
Africa,democratic_republic_of_the_congo,Kasongo,142222.156289237,Small
Africa,democratic_republic_of_the_congo,Kasongo-Lunda,51456.767183909,Small
Africa,democratic_republic_of_the_congo,Kasumbalesa,246856.383335346,Small
Africa,democratic_republic_of_the_congo,Kenge,107357.450909611,Small
Africa,democratic_republic_of_the_congo,Kibomango,113043.137022437,Small
Africa,democratic_republic_of_the_congo,Kikondja,117161.2945379,Small
Africa,democratic_republic_of_the_congo,Kikwit,472537.339954135,Small
Africa,democratic_republic_of_the_congo,Kilwa,275697.4667666,Small
Africa,democratic_republic_of_the_congo,Kimpese,102329.300771471,Small
Africa,democratic_republic_of_the_congo,Kindu,233986.27446686302,Small
Africa,democratic_republic_of_the_congo,Kingombe,101646.214294871,Small
Africa,democratic_republic_of_the_congo,Kinshasa,12535695.9942608,Megacity
Africa,democratic_republic_of_the_congo,Kinzao,186554.157057709,Small
Africa,democratic_republic_of_the_congo,Kipushi,243906.881946852,Small
Africa,democratic_republic_of_the_congo,Kisangani,811398.967199308,Medium
Africa,democratic_republic_of_the_congo,Kisantu,103637.567226513,Small
Africa,democratic_republic_of_the_congo,Kitenge,151267.38623181998,Small
Africa,democratic_republic_of_the_congo,Kolwezi,368659.01880003896,Small
Africa,democratic_republic_of_the_congo,Kongolo,375895.966649863,Small
Africa,democratic_republic_of_the_congo,Kwilu-Ngongo,142781.439508732,Small
Africa,democratic_republic_of_the_congo,Kyolo,118403.646056645,Small
Africa,democratic_republic_of_the_congo,Likasi,703518.078637142,Medium
Africa,democratic_republic_of_the_congo,Lisala,173246.033815927,Small
Africa,democratic_republic_of_the_congo,Lubao,119318.906598303,Small
Africa,democratic_republic_of_the_congo,Lubumbashi,2502149.4540382707,Large
Africa,democratic_republic_of_the_congo,Luena,212776.635258927,Small
Africa,democratic_republic_of_the_congo,Luiza,116626.438164664,Small
Africa,democratic_republic_of_the_congo,Lukalaba,91795.182997608,Small
Africa,democratic_republic_of_the_congo,Lwambo,155196.346660427,Small
Africa,democratic_republic_of_the_congo,Lwebo,127024.922263966,Small
Africa,democratic_republic_of_the_congo,Makanza,68887.978957842,Small
Africa,democratic_republic_of_the_congo,Malemba Nkulu,411638.18024320004,Small
Africa,democratic_republic_of_the_congo,Mambasa,79769.06446766901,Small
Africa,democratic_republic_of_the_congo,Manono,543535.975571405,Medium
Africa,democratic_republic_of_the_congo,Matadi,356163.93080345995,Small
Africa,democratic_republic_of_the_congo,Mbandaka,447134.449265798,Small
Africa,democratic_republic_of_the_congo,Mbanza-Ngungu,172258.980835336,Small
Africa,democratic_republic_of_the_congo,Mbuji-Mayi,3587949.614263694,Large
Africa,democratic_republic_of_the_congo,Moanda,59940.41454446,Small
Africa,democratic_republic_of_the_congo,Mongbwalu,173148.658767032,Small
Africa,democratic_republic_of_the_congo,Mpose,76942.29748064998,Small
Africa,democratic_republic_of_the_congo,Mukanga,131033.37529285901,Small
Africa,democratic_republic_of_the_congo,Mukubu,180314.294349589,Small
Africa,democratic_republic_of_the_congo,Mulongo,336636.71223488403,Small
Africa,democratic_republic_of_the_congo,Mwadingusha,152938.840378553,Small
Africa,democratic_republic_of_the_congo,Mweka,266143.22934285994,Small
Africa,democratic_republic_of_the_congo,Mwene-Ditu,222887.670538406,Small
Africa,democratic_republic_of_the_congo,N/A,106342.03992895501,Small
Africa,democratic_republic_of_the_congo,Nyunzu,195582.955814016,Small
Africa,democratic_republic_of_the_congo,Oicha,43811.94804778301,Small
Africa,democratic_republic_of_the_congo,Punia,95962.66706987101,Small
Africa,democratic_republic_of_the_congo,Samba,67210.64303394202,Small
Africa,democratic_republic_of_the_congo,Sandoa,160016.835185807,Small
Africa,democratic_republic_of_the_congo,Shabunda,86121.702097886,Small
Africa,democratic_republic_of_the_congo,Tshela,133137.609600658,Small
Africa,democratic_republic_of_the_congo,Tshikapa,1064268.610374229,Large
Africa,democratic_republic_of_the_congo,Uvira,354236.938770122,Small
Africa,democratic_republic_of_the_congo,Yakoma,71369.22420570301,Small
