country,τ (threshold),n_blocks,rf_deprived_n,rf_non_deprived_n,WRI(p)_deprived_n,WRI(m)_deprived_n
mongolia,0.1,922,4,918,662,644
mongolia,0.2,922,4,918,630,536
mongolia,0.3,922,4,918,595,333
