feature,importance
i1_pop_area,0.16555489570585255
i5_par_area,0.15486917045974688
B_AVG_SEG,0.13022106865840521
PARU_A_SEG,0.12397769446994131
i9_roads_par,0.08582036357895749
B_CV_SEG,0.08328000531632164
i6_paru_area,0.07243657561072425
i8_paru_par,0.06573819765509097
B_AREA_SEG,0.05599357349245507
REGION_CODE,0.02307854884455339
REGION_Asia,0.014748861499091133
REGION_Latin America and the Caribbean,0.013255157243896861
REGION_Africa,0.011025887464963127
