precision_mean,recall_mean,f1_mean,accuracy_mean,specificity_mean,balanced_acc_mean,tn_mean,fp_mean,fn_mean,tp_mean,precision_std,recall_std,f1_std,accuracy_std,specificity_std,balanced_acc_std,tn_std,fp_std,fn_std,tp_std,n_repeats
0.8605450436371992,0.6682738669238187,0.752301448372153,0.7799517839922855,0.8916297010607521,0.7799517839922855,924.62,112.38,344.0,693.0,0.008465609724251474,0.0,0.003236135830879417,0.0038225489464274167,0.007645097892854845,0.003822548946427419,7.927966514890467,7.927966514890467,0.0,0.0,50
