threshold,precision,recall,f1,accuracy,specificity,balanced_acc,tn,fp,fn,tp
0.4,0.34702053079619427,0.6682738669238187,0.45682267633487145,0.8744380952380952,0.8921244209133025,0.7801991439185606,10784,1304,344,693
