threshold,precision,recall,f1,specificity,balanced_acc,tn,fp,fn,tp
0.58,0.5009615384615385,0.502410800385728,0.5016851227732306,0.9570648577101257,0.7297378290479268,11569.0,519.0,516.0,521.0
