region_code,precision,recall,f1,accuracy,specificity,balanced_acc
1,0.8615461673472512,0.6296296296296297,0.727445476571932,0.764,0.8983703703703704,0.764
2,0.8729055807145639,0.8201438848920862,0.8456194550683962,0.8501798561151079,0.8802158273381295,0.8501798561151079
3,0.850684709330481,0.6032719836400818,0.7058682396352124,0.7485685071574641,0.8938650306748467,0.7485685071574641
