ID_HDC_G0,UC_NM_MN,UC_NM_LST,CTR_MN_NM,REG1_GHSL,REG2_GHSL,ID_SEG,POP_SEG,AREAHA_SEG,ROAD_SEG,PAR_N_SEG,PARU_N_SEG,PARU_P_SEG,PARU_A_SEG,PAR_CV_SEG,PAR_A_U,B_AREA_SEG,B_AVG_SEG,B_CV_SEG,POP25_U,SIZE_U,i5_par_area,i5_par_area_rel_U,i5_ref_U,i5_par_area_rel_P,i5_ref_P,i5_par_area_rel_C,i5_ref_C,i9_roads_par,i9_roads_par_rel_U,i9_ref_U,i9_roads_par_rel_P,i9_ref_P,i9_roads_par_rel_C,i9_ref_C,SES_3CAT_U,SES_2CAT_U,SES_3CAT_P,SES_2CAT_P,SES_3CAT_C,SES_2CAT_C,i1_pop_area,i2_pop_par,i3_pop_paru,i4_pop_roads,i6_paru_area,i7_roads_area,i8_paru_par,i10_roads_paru,slum_fraction,slum_label,slum_label1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,0,850.195730615,3.53472,1157.767244988139,82.0,44.0,0.536585365853659,225.24557400948672,0.8507,291.4489313716269,14003.7,170.8,1.6116,3294899.462836777,3,431.0634146341464,0.609,0.573,0.48,0.495,0.48,0.496,14.119112743757793,0.419,0.38,0.312,0.31,0.326,0.323,0.0,0.0,1.0,0.0,1.0,0.0,240.5270376762516,10.368240617256095,19.32263024125,0.7343408049376193,803.3454545454547,327.5414304352648,0.5365853658536586,26.312891931548616,0.3901098901098901,0.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,1,599.163659022,2.99853,1054.2905071804366,109.0,51.0,0.467889908256881,201.40287136246104,0.8122,291.4489313716269,10599.0,97.2,0.8254,3294899.462836777,3,275.094495412844,0.546,0.573,0.431,0.495,0.431,0.496,9.672389974132448,0.342,0.38,0.258,0.31,0.279,0.323,2.0,1.0,2.0,1.0,2.0,1.0,199.8191310482136,5.496914302954129,11.74830703964706,0.5683098301097158,587.9470588235295,351.6024542627343,0.4678899082568807,20.67236288589092,0.7908496732026143,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,2,884.535831699,9.32366,2541.947335327005,127.0,48.0,0.377952755905512,443.0435323873248,0.5664,291.4489313716269,28532.6,224.7,0.9531,3294899.462836777,3,734.1464566929135,0.674,0.573,0.531,0.495,0.531,0.496,20.015333349031536,0.486,0.38,0.359,0.31,0.369,0.323,0.0,0.0,0.0,0.0,0.0,0.0,94.87002225510152,6.964849068496063,18.4278298270625,0.347975671803291,1942.4291666666668,272.6340659491021,0.3779527559055118,52.95723615264594,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,3,439.47788496,2.59032,810.850901732608,33.0,15.0,0.454545454545455,444.61198984997736,0.6407,291.4489313716269,9056.7,274.4,0.9851,3294899.462836777,3,784.9454545454546,0.682,0.573,0.537,0.495,0.537,0.496,24.571239446442668,0.524,0.38,0.386,0.31,0.394,0.323,0.0,0.0,0.0,0.0,0.0,0.0,169.66161901232277,13.317511665454544,29.298525664,0.5419959255406062,1726.88,313.0311705629451,0.4545454545454545,54.05672678217387,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,4,568.898543237,2.77147,609.322781335676,38.0,16.0,0.421052631578947,509.3190902814608,0.4587,291.4489313716269,8738.5,230.0,0.8713,3294899.462836777,3,729.3342105263158,0.674,0.573,0.53,0.495,0.53,0.496,16.03481003514937,0.444,0.38,0.329,0.31,0.341,0.323,0.0,0.0,0.0,0.0,0.0,0.0,205.2696017770353,14.971014295710528,35.5561589523125,0.9336571036945912,1732.1687499999998,219.8554490345109,0.4210526315789473,38.08267383347975,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,5,2986.88124427,9.36781,2322.428175136316,343.0,209.0,0.60932944606414,214.8997427604868,0.5271,291.4489313716269,40382.3,117.7,0.9942,3294899.462836777,3,273.1139941690962,0.545,0.573,0.43,0.495,0.43,0.496,6.770927624304128,0.263,0.38,0.203,0.31,0.234,0.323,2.0,1.0,2.0,1.0,2.0,1.0,318.8451990668043,8.708108583877552,14.291297819473684,1.2861027420556004,448.2205741626794,247.9158069107204,0.60932944606414,11.112096531752709,0.7828335056876939,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,6,1127.79897337,2.67025,1016.7913212135212,94.0,35.0,0.372340425531915,253.88062795398864,0.4258,291.4489313716269,11981.6,127.5,1.0828,3294899.462836777,3,284.06914893617017,0.551,0.573,0.435,0.495,0.435,0.496,10.816928949080014,0.366,0.38,0.274,0.31,0.293,0.323,2.0,1.0,2.0,1.0,2.0,1.0,422.3570726973131,11.997861418829787,32.22282781057143,1.1091744685861336,762.9285714285713,380.7850655232736,0.3723404255319149,29.051180606100605,0.9747292418772563,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,7,702.652188113,3.31342,1215.5381139418623,116.0,45.0,0.387931034482759,210.94060118052136,0.5671,291.4489313716269,13149.4,113.4,1.0368,3294899.462836777,3,285.63965517241377,0.552,0.573,0.435,0.495,0.435,0.496,10.4787768443264,0.359,0.38,0.269,0.31,0.289,0.323,2.0,1.0,2.0,1.0,2.0,1.0,212.06251791592976,6.05734644925,15.614493069177778,0.5780585405375507,736.3155555555555,366.8530140887248,0.3879310344827586,27.01195808759694,0.04941860465116279,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,8,1566.70222192,2.57776,982.2319524825624,109.0,48.0,0.440366972477064,172.01969212210363,0.5118,291.4489313716269,13002.1,119.3,1.1697,3294899.462836777,3,236.49174311926603,0.523,0.573,0.413,0.495,0.413,0.496,9.011302316353785,0.327,0.38,0.247,0.31,0.27,0.323,2.0,1.0,2.0,1.0,2.0,1.0,607.7766052386569,14.37341488,32.639629623333335,1.5950430221295553,537.0333333333334,381.0408852967547,0.4403669724770642,20.46316567672005,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,9,601.905100288,1.95634,847.3396689967783,93.0,42.0,0.451612903225806,186.55644094650853,0.3874,291.4489313716269,7809.1,84.0,0.774,3294899.462836777,3,210.35913978494625,0.503,0.573,0.398,0.495,0.398,0.496,9.111179236524498,0.33,0.38,0.249,0.31,0.271,0.323,2.0,1.0,2.0,1.0,2.0,1.0,307.66896361982066,6.47209785255914,14.331073816380952,0.7103468919384305,465.7952380952381,433.1249522050248,0.4516129032258064,20.174754023732817,0.9507389162561576,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,10,1667.84521644,3.04706,1194.4763030798558,115.0,48.0,0.417391304347826,218.61057144111632,0.4687,291.4489313716269,12517.8,108.9,0.7834,3294899.462836777,3,264.9617391304348,0.541,0.573,0.427,0.495,0.427,0.496,10.386750461563963,0.357,0.38,0.268,0.31,0.288,0.323,2.0,1.0,2.0,1.0,2.0,1.0,547.3621183829658,14.503001882086958,34.7467753425,1.3962982874918513,634.8041666666667,392.0094461808615,0.417391304347826,24.88492298083033,0.9873817034700315,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,11,731.56932016,1.50705,709.6417292561237,43.0,12.0,0.27906976744186,193.09246423457483,0.6789,291.4489313716269,6347.6,147.6,1.2554,3294899.462836777,3,350.4767441860465,0.581,0.573,0.458,0.495,0.458,0.496,16.503296029212176,0.449,0.38,0.333,0.31,0.345,0.323,0.0,0.0,1.0,0.0,1.0,0.0,485.43135274874754,17.01324000372093,60.96411001333333,1.0308995229562694,1255.875,470.8813438546324,0.2790697674418604,59.13681077134364,0.9873417721518988,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,12,1944.81674399,7.38977,2003.606905198696,258.0,157.0,0.608527131782946,173.11336639191035,0.7975,291.4489313716269,31728.7,123.0,1.2943,3294899.462836777,3,286.42519379844964,0.552,0.573,0.436,0.495,0.436,0.496,7.765918237204247,0.294,0.38,0.224,0.31,0.251,0.323,2.0,1.0,2.0,1.0,2.0,1.0,263.1768977911356,7.538049395310078,12.38736779611465,0.9706578365965124,470.68598726114647,271.13251227016485,0.6085271317829457,12.761827421647746,0.014397905759162303,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,13,488.744832073,1.37902,549.7915150418368,51.0,21.0,0.411764705882353,173.85771106621567,0.5744,291.4489313716269,5705.5,111.9,0.94,3294899.462836777,3,270.39607843137253,0.544,0.573,0.429,0.495,0.429,0.496,10.780225785134052,0.365,0.38,0.273,0.31,0.292,0.323,2.0,1.0,2.0,1.0,2.0,1.0,354.4146075278096,9.583232001431371,23.27356343204762,0.8889639412419972,656.6761904761904,398.6827711286543,0.4117647058823529,26.18054833532556,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,14,1116.43840669,1.94452,604.1008802408633,67.0,39.0,0.582089552238806,219.2558180484514,0.6695,291.4489313716269,8892.0,132.7,1.1122,3294899.462836777,3,290.2268656716418,0.554,0.573,0.437,0.495,0.437,0.496,9.016431048371093,0.327,0.38,0.247,0.31,0.27,0.323,2.0,1.0,2.0,1.0,2.0,1.0,574.1460137668936,16.663259801343283,28.6266258125641,1.8480992880607303,498.59487179487184,310.668381009639,0.582089552238806,15.489766160022135,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,15,1187.49184082,2.30183,1185.758239615046,91.0,31.0,0.340659340659341,163.34729470744017,0.6644,291.4489313716269,9280.5,102.0,0.9381,3294899.462836777,3,252.94835164835163,0.533,0.573,0.421,0.495,0.421,0.496,13.030310325440066,0.403,0.38,0.3,0.31,0.316,0.323,1.0,0.0,2.0,1.0,2.0,1.0,515.8903310930868,13.049360888131869,38.30618841354839,1.0014620191089854,742.5258064516129,515.1371906765687,0.3406593406593406,38.250265794033744,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,16,514.970295537,1.06989,583.6305412839077,36.0,7.0,0.194444444444444,248.4464940330208,0.3723,291.4489313716269,5435.6,151.0,1.3564,3294899.462836777,3,297.19166666666666,0.558,0.573,0.44,0.495,0.44,0.496,16.211959480108547,0.446,0.38,0.331,0.31,0.343,0.323,1.0,0.0,1.0,0.0,1.0,0.0,481.33013257157273,14.304730431583332,73.56718507671428,0.882356660780869,1528.4142857142856,545.5051839758365,0.1944444444444444,83.37579161198683,0.9724770642201835,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,17,2026.61605745,13.1708,2498.902521367395,208.0,118.0,0.567307692307692,443.1428101671806,0.6536,291.4489313716269,47519.4,228.5,1.4252,3294899.462836777,3,633.2115384615385,0.657,0.573,0.517,0.495,0.517,0.496,12.013954429650935,0.387,0.38,0.289,0.31,0.306,0.323,0.0,0.0,1.0,0.0,1.0,0.0,153.8719028039299,9.743346430048076,17.174712351271186,0.8110024461222438,1116.1694915254238,189.7305039456521,0.5673076923076923,21.177140011588094,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,18,1087.17675918,8.08237,2059.4225917915887,96.0,39.0,0.40625,551.1615727291748,0.6134,291.4489313716269,29265.1,304.8,1.1217,3294899.462836777,3,841.9135416666667,0.69,0.573,0.543,0.495,0.543,0.496,21.45231866449572,0.499,0.38,0.368,0.31,0.377,0.323,0.0,0.0,0.0,0.0,0.0,0.0,134.51212443627304,11.324757908125,27.876327158461542,0.5279036772313029,2072.402564102564,254.8042952489912,0.40625,52.80570748183561,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,19,581.440585856,2.41614,974.261982940006,54.0,14.0,0.259259259259259,257.3452355338565,0.5385,291.4489313716269,8285.2,153.4,0.9717,3294899.462836777,3,447.4333333333333,0.614,0.573,0.483,0.495,0.483,0.496,18.041888572963074,0.466,0.38,0.345,0.31,0.356,0.323,0.0,0.0,1.0,0.0,1.0,0.0,240.6485492794292,10.767418256592592,41.531470418285714,0.5968010617651336,1725.8142857142857,403.2307659903838,0.2592592592592592,69.59014163857185,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,20,1164.45428684,14.3343,5316.647155338374,221.0,65.0,0.294117647058824,327.9864108007257,0.6901,291.4489313716269,47120.0,213.2,1.7452,3294899.462836777,3,648.6108597285069,0.66,0.573,0.519,0.495,0.519,0.496,24.057226947232465,0.52,0.38,0.384,0.31,0.392,0.323,0.0,0.0,0.0,0.0,0.0,0.0,81.23551808180378,5.2690239223529405,17.914681335999997,0.2190204188500241,2205.276923076923,370.9038568565172,0.2941176470588235,81.79457162059038,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,21,2729.16280223,13.2825,4049.471816888222,305.0,120.0,0.39344262295082,247.6148941394931,0.72,291.4489313716269,48797.7,160.0,1.1339,3294899.462836777,3,435.49180327868856,0.61,0.573,0.481,0.495,0.481,0.496,13.276956776682695,0.407,0.38,0.303,0.31,0.318,0.323,0.0,0.0,2.0,1.0,2.0,1.0,205.47056670280443,8.948074761409837,22.74302335191667,0.6739552528426286,1106.875,304.872713486785,0.3934426229508196,33.745598474068515,0.00873998543335761,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,22,1628.28389075,2.39114,926.1149528309412,106.0,46.0,0.433962264150943,189.71377685493843,0.4782,291.4489313716269,12064.9,113.8,0.9725,3294899.462836777,3,225.57924528301888,0.515,0.573,0.407,0.495,0.407,0.496,8.736933517273028,0.321,0.38,0.242,0.31,0.266,0.323,2.0,1.0,2.0,1.0,2.0,1.0,680.9655188529321,15.361168780660376,35.39747588586956,1.7581876696544787,519.8130434782609,387.31105365262647,0.4339622641509434,20.132933757194373,0.9838709677419355,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,23,1078.28436865,1.87783,663.1126187464143,53.0,29.0,0.547169811320755,242.7828688314288,0.9309,291.4489313716269,6258.9,118.1,0.8392,3294899.462836777,3,354.30754716981136,0.583,0.573,0.459,0.495,0.459,0.496,12.511558844271969,0.395,0.38,0.295,0.31,0.311,0.323,0.0,0.0,2.0,1.0,2.0,1.0,574.2183097777754,20.34498808773585,37.18221960862069,1.6260953843533394,647.5275862068967,353.12707686340843,0.5471698113207547,22.865952370566013,0.9481865284974094,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,24,1064.29556653,2.57652,675.3116253757906,32.0,14.0,0.4375,523.5828257389585,0.6312,291.4489313716269,7906.3,247.1,0.7597,3294899.462836777,3,805.1625,0.685,0.573,0.539,0.495,0.539,0.496,21.103488292993458,0.496,0.38,0.366,0.31,0.375,0.323,0.0,0.0,0.0,0.0,0.0,0.0,413.0748321495661,33.2592364540625,76.021111895,1.57600658205425,1840.3714285714289,262.1022252401653,0.4375,48.236544669699335,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,25,705.395329396,4.60932,1745.8528354223038,88.0,20.0,0.227272727272727,276.98526781776445,0.6078,291.4489313716269,19188.6,218.1,1.355,3294899.462836777,3,523.7863636363637,0.634,0.573,0.499,0.495,0.499,0.496,19.839236766162543,0.484,0.38,0.358,0.31,0.368,0.323,0.0,0.0,0.0,0.0,0.0,0.0,153.03674498537742,8.015856015863635,35.2697664698,0.4040405440160551,2304.6600000000003,378.7658126192808,0.2272727272727272,87.29264177111519,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,26,747.108359978,7.25629,2228.5603439155943,62.0,13.0,0.209677419354839,404.61381585812137,1.0841,291.4489313716269,14030.5,226.3,1.0021,3294899.462836777,3,1170.3693548387096,0.728,0.573,0.573,0.495,0.573,0.496,35.944521676057974,0.592,0.38,0.436,0.31,0.441,0.323,0.0,0.0,0.0,0.0,0.0,0.0,102.96010219795517,12.050134838354838,57.46987384446153,0.3352425982171638,5581.761538461538,307.1211795443118,0.2096774193548387,171.42771876273804,0.016,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,27,911.894464463,1.33405,570.7199706017398,64.0,27.0,0.421875,165.46715862688166,0.606,291.4489313716269,7128.7,111.4,1.0459,3294899.462836777,3,208.4453125,0.501,0.573,0.396,0.495,0.396,0.496,8.917499540652184,0.325,0.38,0.245,0.31,0.269,0.323,2.0,1.0,2.0,1.0,2.0,1.0,683.5534383741239,14.248351007234374,33.773869054185184,1.5977966628739877,494.0925925925926,427.8100300601475,0.421875,21.137776688953323,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,28,827.773094521,8.57533,2400.619303464958,152.0,44.0,0.289473684210526,396.3092385164029,0.9061,291.4489313716269,24171.6,159.0,1.242,3294899.462836777,3,564.166447368421,0.643,0.573,0.506,0.495,0.506,0.496,15.793548049111568,0.441,0.38,0.327,0.31,0.339,0.323,0.0,0.0,0.0,0.0,0.0,0.0,96.5295906421094,5.445875621848684,18.81302487547727,0.3448164785337789,1948.938636363636,279.9448305155555,0.2894736842105263,54.5595296242036,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,29,589.304788858,0.921456,619.1918765883838,24.0,1.0,0.041666666666667,258.462662164867,0.3064,291.4489313716269,3747.5,156.1,0.8536,3294899.462836777,3,383.94000000000005,0.594,0.573,0.468,0.495,0.468,0.496,25.799661524516,0.532,0.38,0.393,0.31,0.4,0.323,0.0,0.0,1.0,0.0,1.0,0.0,639.5365474401382,24.55436620241667,589.304788858,0.9517321062171304,9214.56,671.9711810313067,0.0416666666666666,619.1918765883838,0.9894736842105263,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,30,4705.98554743,27.7481,5208.611845754578,556.0,354.0,0.636690647482014,218.7513524854325,1.4042,291.4489313716269,96203.4,173.0,1.7331,3294899.462836777,3,499.06654676259,0.628,0.573,0.494,0.495,0.494,0.496,9.36800691682478,0.336,0.38,0.253,0.31,0.275,0.323,1.0,0.0,2.0,1.0,2.0,1.0,169.5966767969699,8.464002783147482,13.293744484265538,0.9035009109511092,783.8446327683616,187.71057642701945,0.6366906474820144,14.713592784617452,0.2764993026499303,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,31,6607.74028504,15.551,4796.135400575962,619.0,287.0,0.463651050080775,179.630201124696,0.5576,291.4489313716269,70623.3,114.1,1.2346,3294899.462836777,3,251.2277867528272,0.532,0.573,0.42,0.495,0.42,0.496,7.748199354726918,0.294,0.38,0.224,0.31,0.251,0.323,2.0,1.0,2.0,1.0,2.0,1.0,424.90774130538233,10.674863142229404,23.023485313728223,1.3777217974802138,541.8466898954704,308.4133110781276,0.4636510500807754,16.711273172738544,0.955196017423771,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,32,505.619240805,3.68718,1417.3737894240446,27.0,1.0,0.037037037037037,623.9980346816542,0.8006,291.4489313716269,8141.5,301.5,0.8993,3294899.462836777,3,1365.6222222222225,0.745,0.573,0.586,0.495,0.586,0.496,52.49532553422387,0.659,0.38,0.484,0.31,0.488,0.323,0.0,0.0,0.0,0.0,0.0,0.0,137.1289822587994,18.726638548333334,505.619240805,0.3567296394061727,36871.8,384.40591167885606,0.037037037037037,1417.3737894240446,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,33,411.34453051,4.08042,1743.109536182077,35.0,3.0,0.085714285714286,489.0244933060069,0.87,291.4489313716269,10413.0,297.5,1.2774,3294899.462836777,3,1165.8342857142857,0.727,0.573,0.572,0.495,0.572,0.496,49.803129605202194,0.65,0.38,0.478,0.31,0.481,0.323,0.0,0.0,0.0,0.0,0.0,0.0,100.80936043593552,11.752700871714287,137.11484350333333,0.2359831794684375,13601.4,427.1887541434649,0.0857142857142857,581.0365120606923,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,34,1750.34800869,3.36023,1612.3904073852443,116.0,22.0,0.189655172413793,190.69545501134309,0.5591,291.4489313716269,14328.7,123.5,1.2998,3294899.462836777,3,289.675,0.554,0.573,0.437,0.495,0.437,0.496,13.899917305045207,0.416,0.38,0.309,0.31,0.324,0.323,1.0,0.0,2.0,1.0,1.0,0.0,520.9012504173821,15.089206971465517,79.56127312227272,1.0855609166817586,1527.3772727272728,479.8452508861728,0.1896551724137931,73.29047306296565,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,35,975.811090209,1.4904,789.7275694021807,49.0,11.0,0.224489795918367,219.8341610011273,0.6847,291.4489313716269,6612.7,135.0,1.1058,3294899.462836777,3,304.1632653061224,0.561,0.573,0.443,0.495,0.443,0.496,16.116889171473076,0.445,0.38,0.33,0.31,0.342,0.323,1.0,0.0,1.0,0.0,1.0,0.0,654.731005239533,19.914512045081636,88.7100991099091,1.2356300172573225,1354.909090909091,529.8762542956124,0.2244897959183673,71.79341540019824,0.9807692307692307,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,36,565.45978673,0.854791,575.4750588939708,24.0,0.0,0.0,0.0,0.6485,291.4489313716269,3608.3,150.3,1.3277,3294899.462836777,3,356.16291666666666,0.583,0.573,0.46,0.495,0.46,0.496,23.978127453915448,0.519,0.38,0.383,0.31,0.391,0.323,0.0,0.0,1.0,0.0,1.0,0.0,661.5181801516394,23.56082444708333,0.0,0.9825965139423776,0.0,673.2348128302366,0.0,0.0,0.9333333333333333,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,37,488.030435202,1.69637,606.0729162380547,17.0,3.0,0.176470588235294,482.3791247089281,0.5075,291.4489313716269,3170.1,186.5,0.7961,3294899.462836777,3,997.864705882353,0.71,0.573,0.559,0.495,0.559,0.496,35.65134801400322,0.591,0.38,0.435,0.31,0.44,0.323,0.0,0.0,0.0,0.0,0.0,0.0,287.6910315567948,28.70767265894117,162.67681173399998,0.8052338623399403,5654.566666666667,357.276370271848,0.1764705882352941,202.02430541268487,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,38,1045.97394812,9.97682,2837.8228384746967,139.0,52.0,0.37410071942446,489.40877106756034,0.5288,291.4489313716269,37180.9,267.5,0.9837,3294899.462836777,3,717.7568345323741,0.672,0.573,0.529,0.495,0.529,0.496,20.415991643702853,0.489,0.38,0.362,0.31,0.371,0.323,0.0,0.0,0.0,0.0,0.0,0.0,104.84041489372365,7.524992432517985,20.114883617692307,0.3685832441471932,1918.6192307692304,284.4416195215206,0.3741007194244604,54.5735161245134,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,39,7339.57959546,9.8445,2654.5687814650314,480.0,279.0,0.58125,162.6164278173735,0.5172,291.4489313716269,44789.9,93.3,1.0921,3294899.462836777,3,205.09375,0.498,0.573,0.394,0.495,0.394,0.496,5.5303516280521485,0.212,0.38,0.169,0.31,0.209,0.323,2.0,1.0,2.0,1.0,2.0,1.0,745.5512819808015,15.290790823875,26.30673690129032,2.7648858250376,352.8494623655914,269.6499346299996,0.58125,9.514583446111224,0.9960552268244576,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,40,547.301869317,1.49176,500.4622610480368,20.0,7.0,0.35,550.2821554457408,0.3929,291.4489313716269,3934.5,196.7,0.8256,3294899.462836777,3,745.88,0.676,0.573,0.532,0.495,0.532,0.496,25.02311305240184,0.527,0.38,0.389,0.31,0.396,0.323,0.0,0.0,0.0,0.0,0.0,0.0,366.8833252781948,27.36509346585,78.185981331,1.093592688029812,2131.0857142857144,335.4844351960348,0.35,71.49460872114811,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,41,1312.20408117,1.62515,807.1003990227363,67.0,21.0,0.313432835820896,169.3419985869776,0.4298,291.4489313716269,7543.1,112.6,0.9844,3294899.462836777,3,242.55970149253733,0.527,0.573,0.416,0.495,0.416,0.496,12.046274612279646,0.388,0.38,0.289,0.31,0.306,0.323,1.0,0.0,2.0,1.0,2.0,1.0,807.4356712734209,19.585135539850747,62.48590862714286,1.6258250928370994,773.8809523809525,496.6313257377696,0.3134328358208955,38.433352334416014,0.9821428571428571,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,42,909.269288196,3.33268,1563.590633755804,32.0,1.0,0.03125,501.99984305424425,0.499,291.4489313716269,8577.3,268.0,0.6124,3294899.462836777,3,1041.4625,0.715,0.573,0.562,0.495,0.562,0.496,48.86220730486888,0.646,0.38,0.475,0.31,0.479,0.323,0.0,0.0,0.0,0.0,0.0,0.0,272.8342619741469,28.414665256125,909.269288196,0.5815264357345892,33326.8,469.169147279608,0.03125,1563.590633755804,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,43,2052.6546545,11.3431,1819.2053013124585,97.0,43.0,0.443298969072165,686.2268454214152,0.8935,291.4489313716269,45107.5,465.0,3.7704,3294899.462836777,3,1169.3917525773195,0.728,0.573,0.573,0.495,0.573,0.496,18.75469382796349,0.474,0.38,0.35,0.31,0.361,0.323,0.0,0.0,0.0,0.0,0.0,0.0,180.96064166762173,21.16138819072165,47.73615475581396,1.128324908144848,2637.93023255814,160.37990507995684,0.4432989690721649,42.30710003052229,0.0,0.0,0
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,44,1489.42482682,1.54172,807.1451662826908,62.0,18.0,0.290322580645161,168.61722141909425,0.4365,291.4489313716269,7239.5,116.8,1.1303,3294899.462836777,3,248.66451612903225,0.531,0.573,0.419,0.495,0.419,0.496,13.018470423914367,0.403,0.38,0.3,0.31,0.316,0.323,1.0,0.0,2.0,1.0,2.0,1.0,966.0799800352852,24.02298107774193,82.74582371222222,1.8452998159916512,856.5111111111111,523.5355098738362,0.2903225806451613,44.84139812681615,1.0,1.0,1
1420.0,Salvador,Salvador; Lauro de Freitas,Brazil,Latin America and the Caribbean,South America,45,1001.59586753,8.01272,2284.76082066652,116.0,38.0,0.327586206896552,334.6511400021759,0.5237,291.4489313716269,30022.6,258.8,1.2696,3294899.462836777,3,690.751724137931,0.667,0.573,0.525,0.495,0.525,0.496,19.696213971263106,0.483,0.38,0.357,0.31,0.367,0.323,0.0,0.0,0.0,0.0,0.0,0.0,125.00073227692968,8.63444713387931,26.357785987631576,0.4383810587393608,2108.610526315789,285.1417272370082,0.3275862068965517,60.12528475438211,0.0,0.0,0
