n_cities,threshold,area_col,AUC_mean,AUC_std,AUC_min,AUC_max,AUC_median,AP_mean,AP_std,AP_min,AP_max,AP_median,Precision_pos_mean,Precision_pos_std,Precision_pos_min,Precision_pos_max,Precision_pos_median,Recall_pos_mean,Recall_pos_std,Recall_pos_min,Recall_pos_max,Recall_pos_median,F1_pos_mean,F1_pos_std,F1_pos_min,F1_pos_max,F1_pos_median,Specificity_mean,Specificity_std,Specificity_min,Specificity_max,Specificity_median,BalAcc_mean,BalAcc_std,BalAcc_min,BalAcc_max,BalAcc_median,MCC_mean,MCC_std,MCC_min,MCC_max,MCC_median,F1_macro_mean,F1_macro_std,F1_macro_min,F1_macro_max,F1_macro_median,F1_micro_mean,F1_micro_std,F1_micro_min,F1_micro_max,F1_micro_median,F1_weighted_mean,F1_weighted_std,F1_weighted_min,F1_weighted_max,F1_weighted_median,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,Accuracy_median,Precision_area_mean,Precision_area_std,Precision_area_min,Precision_area_max,Precision_area_median,Recall_area_mean,Recall_area_std,Recall_area_min,Recall_area_max,Recall_area_median,F1_area_mean,F1_area_std,F1_area_min,F1_area_max,F1_area_median,TP_area_km2_mean,TP_area_km2_std,TP_area_km2_min,TP_area_km2_max,TP_area_km2_median,FP_area_km2_mean,FP_area_km2_std,FP_area_km2_min,FP_area_km2_max,FP_area_km2_median,FN_area_km2_mean,FN_area_km2_std,FN_area_km2_min,FN_area_km2_max,FN_area_km2_median,TN_area_km2_mean,TN_area_km2_std,TN_area_km2_min,TN_area_km2_max,TN_area_km2_median,area_total_km2_mean,area_total_km2_std,area_total_km2_min,area_total_km2_max,area_total_km2_median
8,0.4,AREAHA_SEG,0.7765522380200722,0.08112721042265959,0.669606529485613,0.9145137936290201,0.7623505723747466,0.4116550316296819,0.24385865973265633,0.08211825571143802,0.7708012925669199,0.4092732621263896,0.4125080036537407,0.22274258229304114,0.07028308464649281,0.6455026455026455,0.5157710503744899,0.5946335188869902,0.2906720266210951,0.14219114219114218,0.980544747081712,0.6094247068384999,0.4070925923503129,0.2252946429361985,0.13116460637605726,0.7126436781609196,0.38725329095566946,0.7372219042289379,0.22246323409170915,0.3333,0.9921536479681462,0.7766314418034618,0.665927711557964,0.07915360347300786,0.5671723950796442,0.8319958847736626,0.6487090228118156,0.30638026169957533,0.1539052583611785,0.13742119879386014,0.5846092197118353,0.26265975707576533,0.5986348387799656,0.1316402964204634,0.315376202610947,0.7876938162550766,0.6065809069492725,0.7374052784559765,0.17654115317026414,0.3649419821190793,0.9205259407992745,0.7366093182501401,0.7566511259139268,0.14729433264576441,0.48157662127978507,0.9169575054177873,0.7691708192135167,0.7374052784559765,0.17654115317026414,0.3649419821190793,0.9205259407992745,0.7366093182501401,0.40787402117048593,0.21047669609758213,0.06402852006289891,0.6999173625476611,0.40469173154828575,0.5481338013001802,0.29527746971576885,0.15626039410385986,0.9868977436879697,0.47942097673180467,0.3848841568998026,0.18837627084005776,0.12025506291226251,0.6803624310389694,0.31497109463179207,37.8469255725,29.77311469551861,6.362372130000001,108.03281713,32.56222463,129.53984420375,158.62307429699916,2.7278040400000005,508.50353011,67.30466601500001,52.0134304825,67.99415231644588,0.4618264,215.46564536,27.039357260000003,815.041675815,563.178364225274,206.09038713,1828.7025400900002,802.29853946,1034.4418760737499,639.6872374768607,230.08227531,2017.02336609,1111.280796625
