country,τ (threshold),n_blocks,rf_deprived_n,rf_non_deprived_n,WRI(p)_deprived_n,WRI(m)_deprived_n
guatemala,0.1,1489,496,993,134,137
guatemala,0.2,1489,496,993,94,53
guatemala,0.3,1489,496,993,68,28
