ID_HDC_G0,UC_NM_MN,UC_NM_LST,CTR_MN_NM,REG1_GHSL,REG2_GHSL,ID_SEG,POP_SEG,AREAHA_SEG,ROAD_SEG,PAR_N_SEG,PARU_N_SEG,PARU_P_SEG,PARU_A_SEG,PAR_CV_SEG,PAR_A_U,B_AREA_SEG,B_AVG_SEG,B_CV_SEG,POP25_U,SIZE_U,i5_par_area,i5_par_area_rel_U,i5_ref_U,i5_par_area_rel_P,i5_ref_P,i5_par_area_rel_C,i5_ref_C,i9_roads_par,i9_roads_par_rel_U,i9_ref_U,i9_roads_par_rel_P,i9_ref_P,i9_roads_par_rel_C,i9_ref_C,SES_3CAT_U,SES_2CAT_U,SES_3CAT_P,SES_2CAT_P,SES_3CAT_C,SES_2CAT_C,i1_pop_area,i2_pop_par,i3_pop_paru,i4_pop_roads,i6_paru_area,i7_roads_area,i8_paru_par,i10_roads_paru,slum_fraction,slum_label1
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1920,2150.55045112,2.14068,744.5363455279879,16.0,2.0,0.125,483.3460531067951,0.698,573.8556651739551,6399.5,400.0,1.3984,24357086.230834488,3,1337.9250000000002,0.651,0.617,0.587,0.514,0.587,0.516,46.533521595499245,0.521,0.45,0.43,0.317,0.43,0.311,0.0,0.0,0.0,0.0,0.0,0.0,1004.610895192182,134.409403195,1075.27522556,2.8884425374760414,10703.4,347.8036631014388,0.125,372.268172763994,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1921,2617.74906766,12.4523,2547.463114191617,335.0,235.0,0.701492537313433,220.21026431827983,0.7741,573.8556651739551,43723.4,130.5,0.9087,24357086.230834488,3,371.710447761194,0.522,0.617,0.476,0.514,0.476,0.516,7.604367505049605,0.258,0.45,0.239,0.317,0.239,0.311,2.0,1.0,2.0,1.0,2.0,1.0,210.2221330726051,7.814176321373134,11.139357734723404,1.0275905676815609,529.8851063829786,204.57771770609585,0.7014925373134329,10.840268571028158,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1922,694.900890086,7.19236,1752.9100420237608,17.0,3.0,0.176470588235294,1274.3111859659248,0.6702,573.8556651739551,5458.7,321.1,1.158,24357086.230834488,3,4230.8,0.758,0.617,0.683,0.514,0.683,0.516,103.1123554131624,0.631,0.45,0.517,0.317,0.517,0.311,0.0,0.0,0.0,0.0,0.0,0.0,96.6165333890406,40.8765229462353,231.63363002866663,0.3964270118982983,23974.533333333336,243.71834029772717,0.1764705882352941,584.3033473412536,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1923,1634.86274679,1.75906,610.1381583200123,19.0,7.0,0.368421052631579,806.7482749235712,0.363,573.8556651739551,6408.3,337.3,0.5647,24357086.230834488,3,925.8210526315788,0.615,0.617,0.556,0.514,0.556,0.516,32.1125346484217,0.469,0.45,0.389,0.317,0.389,0.311,1.0,0.0,0.0,0.0,0.0,0.0,929.3956697270132,86.04540772578947,233.55182097,2.679495987091711,2512.942857142857,346.8546600570829,0.3684210526315789,87.16259404571603,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1924,10640.5506839,123.879,5626.486181611667,299.0,216.0,0.722408026755853,1746.293172291415,1.6357,573.8556651739551,119405.6,399.3,2.0744,24357086.230834488,3,4143.110367892977,0.756,0.617,0.682,0.514,0.682,0.516,18.817679537162768,0.393,0.45,0.332,0.317,0.332,0.311,1.0,0.0,0.0,0.0,0.0,0.0,85.8947092235165,35.58712603311037,49.26180872175927,1.8911537930502995,5735.138888888889,45.41920891847421,0.7224080267558528,26.04854713709105,0.0044212218649517685,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1925,941.635877535,5.33387,1870.315915997448,68.0,13.0,0.191176470588235,641.0668806381368,0.7362,573.8556651739551,17347.4,255.1,0.5862,24357086.230834488,3,784.3926470588236,0.599,0.617,0.542,0.514,0.542,0.516,27.504645823491884,0.447,0.45,0.373,0.317,0.373,0.311,2.0,1.0,0.0,0.0,0.0,0.0,176.53896280468027,13.847586434338234,72.43352904115385,0.5034635429666551,4102.976923076923,350.6489501989077,0.1911764705882352,143.87045507672676,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1926,1505.68832077,3.43377,1566.70780467164,37.0,6.0,0.162162162162162,683.2602760368175,0.7882,573.8556651739551,10184.1,275.2,0.9903,24357086.230834488,3,928.045945945946,0.615,0.617,0.556,0.514,0.556,0.516,42.3434541803146,0.508,0.45,0.419,0.317,0.419,0.311,1.0,0.0,0.0,0.0,0.0,0.0,438.494226686703,40.69427893972973,250.94805346166663,0.9610524159516594,5722.95,456.26463178129,0.1621621621621621,261.11796744527334,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1927,412.343928188,3.00923,860.5649655340364,25.0,9.0,0.36,1081.6117042803116,0.4778,573.8556651739551,7094.5,283.8,0.9844,24357086.230834488,3,1203.692,0.641,0.617,0.579,0.514,0.579,0.516,34.42259862136146,0.479,0.45,0.397,0.317,0.397,0.311,0.0,0.0,0.0,0.0,0.0,0.0,137.02639153138844,16.49375712752,45.81599202088889,0.4791549095100726,3343.588888888889,285.97513833573254,0.36,95.61832950378182,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1928,918.508638968,13.951,4616.222514699122,53.0,5.0,0.094339622641509,1054.3970683384348,0.7443,573.8556651739551,15257.4,287.9,1.1833,24357086.230834488,3,2632.2641509433965,0.714,0.617,0.644,0.514,0.644,0.516,87.09853801319099,0.608,0.45,0.498,0.317,0.498,0.311,0.0,0.0,0.0,0.0,0.0,0.0,65.83819360389936,17.33035167864151,183.7017277936,0.1989740823894982,27902.0,330.8882886315764,0.0943396226415094,923.2445029398244,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1929,3646.21512602,3.71814,1017.501735553362,41.0,9.0,0.219512195121951,604.9284784814982,0.4979,573.8556651739551,8983.4,219.1,0.8129,24357086.230834488,3,906.8634146341464,0.613,0.617,0.554,0.514,0.554,0.516,24.817115501301515,0.433,0.45,0.362,0.317,0.362,0.311,2.0,1.0,0.0,0.0,0.0,0.0,980.6556842991388,88.93207624439025,405.1350140022222,3.5834976969715227,4131.266666666666,273.6588013236086,0.2195121951219512,113.055748394818,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1930,803.056494537,3.16256,1046.6703713971242,15.0,1.0,0.066666666666667,406.9167845220768,0.7717,573.8556651739551,6730.7,448.7,1.4832,24357086.230834488,3,2108.373333333333,0.694,0.617,0.626,0.514,0.626,0.516,69.77802475980828,0.577,0.45,0.474,0.317,0.474,0.311,0.0,0.0,0.0,0.0,0.0,0.0,253.92608979339525,53.5370996358,803.056494537,0.7672487121853447,31625.6,330.95668426753144,0.0666666666666666,1046.6703713971242,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1931,877.878106598,1.36708,602.330125031726,14.0,4.0,0.285714285714286,631.4907520771077,0.3813,573.8556651739551,3647.8,260.6,0.5332,24357086.230834488,3,976.4857142857144,0.62,0.617,0.561,0.514,0.561,0.516,43.023580359409,0.51,0.45,0.421,0.317,0.421,0.311,0.0,0.0,0.0,0.0,0.0,0.0,642.1556211765222,62.70557904271429,219.4695266495,1.4574700319891196,3417.7000000000003,440.59610632276525,0.2857142857142857,150.5825312579315,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1932,1079.64588873,13.9584,3196.545631238577,70.0,13.0,0.185714285714286,370.2503423710226,1.0956,573.8556651739551,5586.2,79.8,1.9947,24357086.230834488,3,1994.0571428571427,0.688,0.617,0.621,0.514,0.621,0.516,45.66493758912252,0.518,0.45,0.428,0.317,0.428,0.311,0.0,0.0,0.0,0.0,0.0,0.0,77.3473957423487,15.423512696142858,83.04968374846155,0.3377539423116778,10737.23076923077,229.00516042229603,0.1857142857142857,245.88812547989053,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1933,1511.95649949,3.02783,709.4906784427459,53.0,35.0,0.660377358490566,310.2157579057174,0.7974,573.8556651739551,9032.5,170.4,1.2133,24357086.230834488,3,571.288679245283,0.567,0.617,0.515,0.514,0.515,0.516,13.386616574391432,0.344,0.45,0.296,0.317,0.296,0.311,2.0,1.0,1.0,0.0,2.0,1.0,499.3531669512489,28.52748112245283,43.19875712828571,2.1310449107077467,865.0942857142857,234.3231550129122,0.660377358490566,20.27116224122131,0.264026402640264,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1934,1297.1166354,13.7531,4802.042127081893,115.0,36.0,0.31304347826087,416.4838722551157,1.1311,573.8556651739551,24915.9,216.7,1.5845,24357086.230834488,3,1195.9217391304348,0.64,0.617,0.578,0.514,0.578,0.516,41.75688806158168,0.506,0.45,0.418,0.317,0.418,0.311,0.0,0.0,0.0,0.0,0.0,0.0,94.31449167096872,11.279275090434782,36.03101765,0.2701177126466053,3820.305555555556,349.1607075555252,0.3130434782608696,133.39005908560816,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1935,483.985535494,1.31965,498.03684130589255,49.0,19.0,0.387755102040816,262.91200060762435,0.3466,573.8556651739551,6297.1,128.5,0.7268,24357086.230834488,3,269.31632653061223,0.486,0.617,0.446,0.514,0.446,0.516,10.16401716950801,0.303,0.45,0.268,0.317,0.268,0.311,2.0,1.0,2.0,1.0,2.0,1.0,366.7529538089645,9.877255826408163,25.47292292073684,0.9717866136668748,694.5526315789474,377.4007057218903,0.3877551020408163,26.21246533188908,0.0,0
6845.0,Mumbai,Mumbai; Thane; Kalyan-Dombivli; Navi Mumbai; Mira-Bhayander; Ulhasnagar; Bhiwandi,India,Asia,South-Central Asia,1936,873.273468883,0.935241,413.6940348615948,9.0,1.0,0.111111111111111,685.0143052882139,0.3722,573.8556651739551,2886.1,320.7,0.8667,24357086.230834488,3,1039.1566666666668,0.626,0.617,0.566,0.514,0.566,0.516,45.96600387351053,0.519,0.45,0.428,0.317,0.428,0.311,0.0,0.0,0.0,0.0,0.0,0.0,933.7416440072666,97.03038543144444,873.273468883,2.110916269738242,9352.41,442.3394984411449,0.1111111111111111,413.6940348615948,0.0,0
