tif,overlapping_blocks
Cirebon_y2020.tif,2332
Medan_y2020-0000000000-0000000000.tif,4006
Palembang_y2020.tif,1447
Parepare_y2020.tif,118
Pematangsiantar_y2020-0000000000-0000000000.tif,366
