country,τ (threshold),n_blocks,rf_deprived_n,rf_non_deprived_n,WRI(p)_deprived_n,WRI(m)_deprived_n
indonesia,0.1,8269,306,7963,4026,4476
indonesia,0.2,8269,306,7963,3290,2219
indonesia,0.3,8269,306,7963,2764,828
