TP,FP,TN,FN,precision,recall,F1,balanced_acc,Rule / Comparison,τ (threshold),n (blocks)
5323,18528,25921,5049,0.22317722527357345,0.513208638642499,0.3110773456447419,0.5481856822315512,WRI (p_informal),0.1,54821
4892,15624,28825,5480,0.23844804055371419,0.47165445430003855,0.3167573167573168,0.560075241728525,WRI (p_informal),0.2,54821
4536,13516,30933,5836,0.2512740970529581,0.4373312765136907,0.3191669012102448,0.5666262222969812,WRI (p_informal),0.3,54821
6478,19707,24742,3894,0.2473935459232385,0.6245661396066332,0.3544054490248106,0.5906020421086553,WRI (m_informal),0.1,54821
4187,10769,33680,6185,0.27995453329767317,0.40368299267258,0.3306222362602653,0.5807026630667002,WRI (m_informal),0.2,54821
2514,5203,39246,7858,0.3257742646106,0.2423833397608947,0.2779589805959423,0.5626639189749152,WRI (m_informal),0.3,54821
