iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,150,36.89211378097534,0.4964357008480128,0.1971424102783203,0.0008708590922059589,False,balanced,17,sqrt,3,2,150,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 17, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}",0.8752916676385283,0.8800828546865849,0.8733189843136766,0.8691892077098466,0.867333775758037,0.8730432980213347,0.004519716440547352,17,0.9997133096305842,0.9996663720355952,0.9995999877142255,0.9997509808789936,0.9996895832296552,0.9996840466978106,5.048854015676253e-05
0,150,54.163651847839354,0.9478512251915849,0.17073502540588378,0.00955514263323885,False,balanced_subsample,17,0.5,2,7,150,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 17, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 150}",0.8692717174286125,0.8710977934488731,0.8685201405414835,0.8619564296482725,0.8636598835142327,0.8669011929162949,0.0034873658919969525,20,0.9997682797144578,0.9997619358503369,0.9997851469880552,0.9998487419212736,0.9997851961438373,0.9997898601235923,3.084318902831354e-05
0,150,47.55269694328308,1.5276762023355395,0.1329160213470459,0.004564944997519286,False,balanced_subsample,13,0.5,2,11,150,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 13, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 150}",0.872287897896276,0.8766081907775881,0.8711757889884253,0.8657317377057351,0.8655033475000719,0.8702613925736193,0.004204318213744631,18,0.990402816911063,0.9905997853043782,0.9907607594921126,0.9912248731642612,0.9909390036420846,0.9907854477027799,0.0002821916084471489
1,450,58.804435062408444,1.8096705592477698,0.44471073150634766,0.002761427492094171,True,balanced_subsample,12,sqrt,8,6,450,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 450}",0.8790407045599999,0.8885604465431529,0.8788024071466839,0.8735085533447128,0.8723562733037025,0.8784536769796505,0.005731414912070371,10,0.9643047082807675,0.9645844086697362,0.9653324867306545,0.9649095905538165,0.9653983757052252,0.96490591398804,0.00042173696468895624
1,450,88.61089797019959,1.1637723709409493,0.421660327911377,0.0202223594532877,False,balanced_subsample,14,sqrt,10,7,450,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 14, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 450}",0.879691238614095,0.8888567299186404,0.8794795105966784,0.875703766461918,0.8723215945252439,0.8792105680233151,0.005533668343577836,9,0.9871305974532267,0.9872055907940467,0.9874256719608788,0.9877073534146529,0.9873467466165627,0.9873631920478736,0.00020077830499846245
1,450,65.39680132865905,1.5737309226132574,0.5311349391937256,0.004827504995920068,True,balanced_subsample,22,sqrt,8,6,450,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 22, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 450}",0.8825002410424809,0.8916722941403672,0.879779469480819,0.8751746178093968,0.8773513895836427,0.8812956024113413,0.005734959666140768,5,0.9885425660225216,0.9884989942385731,0.9887663547554136,0.9887329833882273,0.9887340724755549,0.9886549941760581,0.00011109720383829517
1,450,66.79616527557373,1.1872179139540975,0.4693643569946289,0.022631108547207276,True,balanced_subsample,18,sqrt,10,4,450,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 450}",0.8833441080049926,0.8910829668207475,0.879944805073448,0.8761390961986518,0.87615958724769,0.8813341126691061,0.005563709618245491,4,0.9826114676770922,0.9825278102388278,0.9827741802202492,0.9827033391111067,0.9826542049948201,0.9826542004484192,8.319895271648997e-05
1,450,63.06737575531006,0.3269277624610789,0.5039074420928955,0.0029114180106890723,True,balanced,16,sqrt,9,8,450,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 450}",0.8817135008361334,0.891629558565181,0.8805550641033628,0.8772403782659074,0.8761607099419568,0.8814598423425084,0.005480707538911589,3,0.9823073679074414,0.9825106453726334,0.9826194159273658,0.9824961841871331,0.9825423593056358,0.982495194540042,0.00010312518579412752
2,1350,168.02957334518433,1.4901841245129797,1.2842867374420166,0.04614364787824599,True,balanced_subsample,18,sqrt,10,4,1350,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 1350}",0.8829278185973536,0.8918849752681877,0.88093096273408,0.8762745293480022,0.8773758393698942,0.8818788250635036,0.005546293951314461,2,0.9826195297483419,0.9826894155451107,0.9830260510621032,0.9829513531173882,0.9828102624070919,0.9828193223760072,0.00015299923407934143
2,1350,157.24511680603027,0.33032942448936903,1.323450517654419,0.007470925477999245,True,balanced,16,sqrt,9,8,1350,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 1350}",0.8822295749706976,0.8920311234597125,0.8810515692553046,0.8777317750837892,0.877059613818121,0.8820207313175249,0.005370263941976782,1,0.9824419382870646,0.982567757705455,0.9828013416925843,0.9826900232888979,0.9825966580938037,0.982619543813561,0.00012063756087119196
