feature,importance
i1_pop_area,0.1725221485915664
i5_par_area,0.16843774858364205
B_AVG_SEG,0.13316172524491043
PARU_A_SEG,0.1241238136837378
B_CV_SEG,0.08751242666739514
i9_roads_par,0.08141152166216487
i6_paru_area,0.06576265240028144
i8_paru_par,0.06242411043221399
B_AREA_SEG,0.05501242434691509
REGION_CODE,0.04963142838717299
