TP,FP,TN,FN,precision,recall,F1,balanced_acc,Rule / Comparison,τ (threshold),n (blocks)
56,159,257,47,0.26046511627906976,0.5436893203883495,0.3522012578616352,0.5807388909634055,WRI (p_informal),0.1,519
40,99,317,63,0.28776978417266186,0.3883495145631068,0.33057851239669417,0.5751843726661687,WRI (p_informal),0.2,519
34,74,342,69,0.3148148148148148,0.3300970873786408,0.32227488151658773,0.5761062359970127,WRI (p_informal),0.3,519
64,174,242,39,0.2689075630252101,0.6213592233009708,0.375366568914956,0.6015449962658701,WRI (m_informal),0.1,519
18,34,382,85,0.34615384615384615,0.17475728155339806,0.23225806451612904,0.5465132561613144,WRI (m_informal),0.2,519
7,5,411,96,0.5833333333333334,0.06796116504854369,0.12173913043478261,0.5279709671396565,WRI (m_informal),0.3,519
